UUID, Fullname, Gender, Birthday, Class
24e59b36-de63-410b-86b6-9a9dfbec7718, Nguyễn Ngọc Hương, False, 11/7/2002 6:49:20 PM, 10A1
c8acf249-1e3a-4772-b37a-d66f936e1155, Hồ Minh Châu, False, 2/27/2005 10:14:30 AM, 10A1
898d5822-9c6f-4b86-b37a-cbf9ddc6450e, Nguyễn Hoàng Bảo Phúc, True, 9/28/2004 2:52:54 AM, 10A1
ead134ba-6dfd-46fb-9167-6014171bbe3a, Lê Việt Dương, True, 2/4/2002 1:44:00 AM, 10A1
91495731-c73e-4fc0-9ab3-633fdddad7d7, Lưu Đăng Đạt, True, 11/12/2004 3:51:22 PM, 10A1
a69dedd8-6da9-4d83-98bd-adb724a42749, Trần Minh Hương, False, 7/29/2002 4:56:25 AM, 10A1
9e78a1bb-5964-4692-8bc7-41f941966339, Lưu Hoàng Bảo Huy, True, 11/2/2000 2:40:34 AM, 12A1
fbc3148d-620c-4a6e-8fc5-04f5ec500f3d, Nguyễn Thái Dương, True, 9/17/2003 11:28:07 PM, 10A1
0a765997-8602-4f95-8f42-10f8dc104a4e, Đặng Anh Đạt, True, 5/9/2002 4:15:44 PM, 10A1
0fab7356-1f37-42a2-b1bc-115c9ad6290f, Phạm Văn Đạt, True, 12/7/2002 10:51:07 PM, 10A1
6bb37e63-d431-4953-8230-e048504539df, Nguyễn Thái Sơn, True, 1/26/2002 1:09:22 PM, 10A1
9caceea8-0bf6-41a6-8805-5c711132f88f, Hoàng Đăng Khánh, True, 9/30/2001 12:35:59 PM, 11A1
d34e1678-dce7-4fd4-a120-ef46b03be288, Nguyễn Anh Duy, True, 7/29/2005 10:41:31 PM, 10A1
606caf0a-85a7-418d-9d9d-22e9d1d70cfc, Phạm Thị Thanh Linh, False, 4/18/2003 8:50:04 AM, 10A1
3353a27f-fe2d-4355-9823-aad2c94cd523, Lê Thị Thanh Hương, False, 7/8/2002 4:15:13 PM, 10A1
25e53d4d-9c47-4818-86b4-65572f780bca, Phạm Thảo Ngọc, False, 6/20/2006 3:06:29 PM, 10A1
8d992477-342c-4f00-a340-f82e24ed37f4, Đặng Minh Duy, True, 7/19/2006 8:04:37 PM, 10A1
3dd67fa3-6eb1-47a7-ad7d-40562be4da5a, Đặng Hương Thanh, False, 5/6/2000 3:37:26 PM, 12A1
c3d7af87-a8e4-4f09-96be-b15646895a20, Trần Gia Anh, True, 7/26/2000 10:07:10 AM, 12A1
1fb7773d-f906-434e-8bce-6b2087c6e2ca, Hồ Thu Linh, False, 8/30/2003 3:35:00 AM, 10A1
f1f0d5a9-89a1-4040-9491-5e69054fb7cc, Đoàn Ngọc Phương, False, 9/14/2003 11:06:18 PM, 10A1
a6e430e5-0de9-4383-bec5-b903e2add526, Đoàn Thiên Phúc, True, 9/20/2001 6:48:21 PM, 11A1
5e193376-aa8a-41e4-8f6c-5f28d3909f65, Đoàn Ngọc Giang, False, 7/8/2003 7:06:03 AM, 10A1
cee0f860-94a2-48ba-a6dd-5788ae24f1fe, Lê Trúc Vân, False, 2/27/2001 12:48:20 PM, 11A1
b22d93ba-1b29-4ab8-9fc3-03cb6c846ea1, Đặng Mai Nguyên, False, 2/7/2000 4:53:31 AM, 12A1
df2841ff-17f6-4810-a2da-6318a1126c3e, Hồ Hoàng Bảo Đạt, True, 8/12/2002 1:26:09 AM, 10A1
8dd88d55-6167-46ae-b920-dcef2305b834, Nguyễn Xuân Thư, False, 7/27/2002 1:06:34 AM, 10A1
70418160-de6c-4e03-b29a-3e96230b8cb5, Lê Thảo Ngọc, False, 10/31/2004 5:24:28 AM, 10A1
d53f3b14-79e4-4437-babd-9a8951ee6871, Trần Thị Thanh Phương, False, 2/18/2006 8:03:12 AM, 10A1
5c4cf9c6-7af2-4c84-832e-48188fff4837, Nguyễn Thiên Anh, True, 1/1/2003 12:32:52 PM, 10A1
a323547a-fc39-40c1-8adb-e5326d601486, Trần Thảo Giang, False, 5/10/2005 11:08:27 AM, 10A1
6d166268-9907-4407-9d8b-2a7c1349fb0d, Nguyễn Thái Hùng, True, 2/6/2004 4:44:01 PM, 10A1
77eb4b9c-8d6c-4b84-aa77-dfb72cac9c3b, Trần Xuân Dũng, True, 9/29/2006 6:39:58 PM, 10A1
8faf8fb6-0a36-494d-a9a0-2c17a0e92ca6, Lưu Xuân Hà, False, 2/11/2005 8:02:18 AM, 10A1
dfc2ca8e-b6eb-4f39-8aad-51e18581f5dc, Lê Hoàng Bảo Bình, True, 10/23/2006 1:46:55 PM, 10A1
4ad98b47-2564-41a4-9c07-08c939dd43d3, Lê Việt Đạt, True, 11/25/2005 2:56:04 PM, 10A1
5b1c37bb-e8ba-472c-b730-93df580cc668, Nguyễn Ngọc Uyên, False, 7/31/2001 11:49:13 AM, 11A1
9c73e305-07f6-438c-8e5f-f9b6846616a1, Nguyễn Hoàng Bảo Long, True, 7/11/2002 3:36:30 AM, 10A1
c8cd9ebe-7fff-4fac-9bc3-9a2c24dd7b12, Nguyễn Văn Hoàng, True, 5/17/2002 9:22:07 PM, 10A1
ce0ee98e-59f1-4ca6-93f6-f069bd752cf3, Nguyễn Thảo Hương, False, 11/28/2005 11:36:06 AM, 10A1
8d949002-1970-459b-8efe-41dc1ff22c8b, Võ Hoàng Bảo Long, True, 6/22/2006 9:13:12 PM, 10A1
e4ccd993-afb7-47bb-8530-e3b1f0e528e9, Võ Xuân Nguyên, False, 12/13/2002 3:14:20 PM, 10A1
0f1fda6f-9789-49a6-9686-92aa094ac458, Nguyễn Thảo Châu, False, 5/21/2002 9:40:37 PM, 10A1
e3fde4db-ab34-462d-8dae-b08cdbcb242b, Hoàng Thị Thanh Thư, False, 1/17/2001 11:30:43 AM, 11A1
6740c0b6-0d4f-4076-b370-d4e62dee7d0d, Nguyễn Trúc Uyên, False, 8/23/2001 9:55:44 AM, 11A1
af5cc9b6-ec16-4060-873a-e8e5eeced31c, Nguyễn Xuân Thư, False, 3/1/2005 10:45:02 AM, 10A1
b2ba2397-a7bf-4fe6-8d7e-574819173801, Đặng Minh Duy, True, 9/13/2001 3:01:27 AM, 11A1
a29150ef-83e8-404f-9370-2d91e12d86c0, Hồ Thiên Dương, True, 4/12/2001 4:29:52 AM, 11A1
08863adc-1470-4e88-bcf5-f7633d5e1e24, Đoàn Thu Hương, False, 10/19/2003 8:29:01 PM, 10A1
50203181-8d33-4ab2-90f5-8085ca52b25f, Hoàng Xuân Giang, False, 12/10/2005 11:56:39 PM, 10A1
54fbd51e-4b54-48e7-a30e-435ae22ffa7a, Nguyễn Thái Phúc, True, 2/16/2006 1:03:09 AM, 10A1
6d670679-4056-4d07-a0fc-dec35e3af311, Nguyễn Anh Dũng, True, 3/14/2000 11:27:08 AM, 12A1
a3399419-b38e-4b0c-9996-3becaff96049, Nguyễn Ngọc Hương, False, 7/18/2006 12:45:18 PM, 10A1
9ce10eb9-8d5a-46e2-9860-2263a5522364, Lê Trúc Vân, False, 3/9/2004 5:00:39 PM, 10A1
6f938fdb-4d53-4764-9016-9fceb10f7aa6, Võ Xuân Anh, True, 4/23/2001 8:03:10 AM, 11A1
f44875db-3d6b-4630-a840-cf82e2e88666, Trần Thái Duy, True, 6/17/2006 7:42:17 PM, 10A2
e0a26f94-413a-4e5b-a6d3-33066bde0306, Đoàn Thảo Phương, False, 11/27/2001 5:00:41 PM, 11A1
c978cb13-4129-4738-a342-321b1cfa5851, Võ Thu Ngọc, False, 5/5/2002 11:05:03 PM, 11A1
d9b639f8-1208-4d04-b2e9-da5de327def4, Phạm Thiên Khánh, True, 9/24/2005 9:34:39 PM, 11A1
3a602a4f-d649-4afb-beb9-52b5e499e25a, Nguyễn Thiên Huy, True, 8/18/2000 12:18:42 AM, 12A1
e65f8465-46f7-4e9f-82ad-f7c4993c3b98, Đoàn Xuân Giang, False, 3/4/2003 11:50:18 AM, 11A1
d5637258-7e50-4d0f-87e0-ff1a2ce31269, Võ Thị Thanh Nguyên, False, 2/23/2006 9:24:46 AM, 10A2
15c29565-9755-4ec3-9411-5acc8e05a88a, Phạm Thiên Đạt, True, 2/7/2004 4:24:18 PM, 11A1
2d97725a-87c4-4c43-9aff-53a9d21d4fe5, Đoàn Thái Duy, True, 5/28/2006 9:01:33 PM, 10A2
2546b452-b066-4bb4-b01d-c3058b3da681, Trần Thị Thanh Vy, False, 4/27/2004 7:13:47 AM, 11A1
37eaf017-f48e-4303-a413-c6206aa35f56, Đoàn Văn Nguyên, True, 2/24/2006 5:33:36 AM, 10A2
ad96ed25-0293-4d08-b921-7b872d919932, Võ Thị Thanh Nguyên, False, 1/19/2003 9:12:59 AM, 11A1
655ba2de-d5dc-4cfd-afbf-022e4d4b032f, Lê Hương Nguyên, False, 2/5/2006 12:33:51 AM, 10A2
ab0889f1-32fc-4344-9ca9-d5373052bb86, Trần Thu Thư, False, 10/14/2001 7:17:37 AM, 11A1
7d6b0836-d6a2-433a-a911-2431c0fa1955, Hoàng Thiên Long, True, 10/8/2004 10:23:39 AM, 11A1
373a496f-08ce-4ee8-9d57-b0e006fc1f34, Nguyễn Minh Long, True, 4/5/2005 12:57:41 PM, 11A1
ba4a24ca-5956-4fa4-a31d-cfe19b26f757, Nguyễn Minh Hoàng, True, 7/14/2004 4:48:28 AM, 11A1
5d9c16c5-5de6-4297-bfaf-c324cdc74957, Nguyễn Phương Châu, False, 11/18/2004 11:06:46 PM, 11A1
7fbc7f19-f4cc-4fc8-8c95-c52b5e4629d6, Lưu Thu Thanh, False, 12/22/2001 7:32:27 PM, 11A1
e8e13c8d-da68-49fa-9b6d-63c0ca7845b6, Nguyễn Phương Giang, False, 9/28/2006 8:29:02 PM, 10A2
5100eadb-9d04-4593-9c43-0b553761fc20, Lưu Hương Thanh, False, 8/9/2001 2:19:20 AM, 11A1
6155e6fe-a2b2-4f7c-aa44-2254c4f53e6b, Nguyễn Việt Long, True, 7/21/2000 11:06:19 AM, 12A1
46e245e5-50b3-4f5c-82b5-4cf7352735a7, Đặng Hương Phương, False, 2/14/2000 10:44:22 AM, 12A1
0eff55a2-6e2f-4c22-a65c-cb3e76736e41, Lưu Thảo Ngọc, False, 12/6/2006 9:36:42 PM, 10A2
9844fa72-6935-45ca-9857-c6fa7212b192, Nguyễn Thu Thư, False, 9/4/2005 1:22:47 AM, 11A1
1e69698b-cbf7-4e1e-962f-46d5a2ec70dd, Nguyễn Thái Thành, True, 4/26/2000 6:33:07 PM, 12A1
846cae84-3cd5-4a40-8ce3-eed55cc3c427, Nguyễn Việt Hùng, True, 4/14/2000 5:29:21 AM, 12A1
c9c5dd57-dad8-4d45-980a-e25d5517d108, Trần Hoàng Bảo Khánh, True, 5/13/2005 6:37:39 AM, 11A1
5801a7a8-f8db-4325-b87e-ec78f22a6ec1, Nguyễn Hoàng Bảo Sơn, True, 7/22/2005 9:40:12 PM, 11A1
0fe64fce-a1fc-43eb-b69b-8f55039fd8af, Võ Thái Hùng, True, 3/9/2004 3:54:12 AM, 11A1
c0b283b0-aaa0-4b13-b0cf-427203994e82, Đặng Việt Đạt, True, 6/5/2004 11:59:01 AM, 11A1
cc1eb8f2-ac9e-4693-a76e-0739528350ed, Phạm Xuân Hưng, True, 11/2/2000 1:27:26 PM, 12A1
64dee710-23bf-4888-bba6-0deb4129a804, Võ Phương Vân, False, 11/3/2005 5:15:19 PM, 11A1
b4b95265-fd26-433f-a60d-490a17348825, Đặng Xuân Anh, True, 2/17/2004 3:09:08 PM, 11A1
51f09da4-2a11-43aa-a182-db7ed85c1af0, Trần Hương Vy, False, 10/24/2004 3:08:41 AM, 11A1
e5f699e1-72d2-472b-b401-dffbbaf35f7f, Nguyễn Thiên Nguyên, True, 8/1/2002 10:03:27 PM, 11A1
7e0e13af-8d06-4af7-8c13-b4ed48c4473c, Hồ Phương Hương, False, 5/25/2002 10:41:27 PM, 11A1
770e7039-9dc5-4913-9030-85471bf7c20f, Đặng Anh Long, True, 5/18/2001 3:56:02 AM, 11A1
3a7f008a-b659-4cef-b93d-9814393b8186, Nguyễn Minh Nguyên, False, 10/20/2000 8:24:11 PM, 12A1
4f92c5de-d060-4962-b363-3bc88fadaf4e, Nguyễn Xuân Lan, False, 2/12/2005 11:03:23 AM, 11A1
8e87b99b-de6f-4db0-b6c8-201d97f59f6e, Trần Minh Trang, False, 5/2/2002 3:48:18 PM, 11A1
1070fa70-efb1-4161-bcfb-f936f763f183, Nguyễn Mai Vy, False, 9/30/2001 1:49:48 PM, 11A1
40f5354e-7b82-4132-9d8f-c2a19e1d47e0, Lê Xuân Giang, False, 10/12/2006 9:11:08 PM, 10A2
ba2b3bbf-9108-436c-ae25-77cc0f28f294, Võ Văn Phúc, True, 4/14/2001 3:42:37 PM, 11A1
19b22635-a899-4551-9e3f-4e2304940e67, Hồ Bảo Vân, False, 1/4/2000 4:04:39 AM, 12A1
1eaf12eb-3ca1-4382-8653-96cc6bd061b4, Võ Việt Thành, True, 4/12/2000 5:32:14 AM, 12A1
9653b5ef-f2fd-43c4-8df0-78cf340df7d3, Võ Thảo Giang, False, 6/20/2001 4:16:33 AM, 11A1
9e275cc0-e8a0-4468-bd8f-dcf2bef4e9c1, Lưu Thu Lan, False, 12/4/2001 6:37:03 PM, 11A1
e60eb209-2e83-4469-999b-92ab2a41089d, Nguyễn Xuân Hương, False, 11/13/2000 5:31:24 PM, 12A1
45e38f06-aa39-4c7c-9013-afc596bd512b, Trần Văn Huy, True, 2/5/2002 4:21:33 PM, 11A1
019d1378-c143-49d5-b0ea-a10ef905f5a8, Võ Minh Dũng, True, 6/11/2002 2:00:51 PM, 11A1
fbec55fc-c3f1-4454-b568-004fc76f9beb, Võ Ngọc Khánh, False, 6/25/2005 5:37:12 AM, 11A1
e9c7d461-2899-4e68-9201-28e226f10a96, Võ Thị Thanh Châu, False, 10/1/2006 1:15:42 PM, 10A2
ecc325ba-1148-494c-b696-2991d8716844, Đặng Thảo Khánh, False, 2/20/2001 4:02:14 AM, 11A1
38e1ce84-7d30-4f83-9697-1bc5bab49698, Nguyễn Gia Dũng, True, 7/13/2002 4:42:21 PM, 12A1
e4961a4a-9022-422d-a3ae-ca5ee85c8b20, Hồ Đăng Dương, True, 10/29/2002 7:54:00 AM, 12A1
5be4da1e-b932-4135-bb07-e8b6e1a8aefa, Nguyễn Thái Huy, True, 4/6/2000 11:24:43 PM, 12A1
3d214dff-be2d-4361-a189-165d60a15a49, Phạm Mai Nguyên, False, 12/18/2004 11:32:22 AM, 12A1
2a0009fa-b1dc-4f02-af31-e35b5486e756, Đoàn Xuân Duy, True, 3/4/2005 6:11:21 PM, 10A2
e6d08bdb-d645-4eb9-8587-80ea95ef5f2e, Lưu Anh Dương, True, 12/31/2005 6:03:56 AM, 10A2
5df21c47-3590-476b-8c82-497e4302d0a5, Nguyễn Trúc Giang, False, 9/27/2006 11:26:28 AM, 10A2
cdc31828-d34f-4d53-b892-23080040c298, Hoàng Gia Duy, True, 2/26/2002 5:12:15 AM, 12A1
e881ccda-1ee9-4c79-853d-a1ac37e5414e, Đặng Việt Thành, True, 10/22/2001 2:12:06 PM, 12A1
21659d45-5a56-43a6-8c8c-9f90ba82f072, Lê Gia Huy, True, 9/18/2002 3:47:21 AM, 12A1
59db371e-abf1-443e-8fa3-ac84b9675754, Nguyễn Thái Khánh, True, 1/1/2002 2:59:29 PM, 12A1
8da32b72-4437-4ec0-bbac-e4422e3141d2, Hoàng Thái Hùng, True, 8/8/2002 4:14:09 PM, 12A1
06cf0a59-45de-4ec4-a999-4e3eccb3b9dc, Đặng Trúc Uyên, False, 2/25/2001 6:19:40 AM, 12A1
2a3fe447-7ad8-4014-ae69-718733928818, Lưu Xuân Châu, False, 7/3/2005 5:45:40 AM, 10A2
c7b491b1-c4a3-4b29-b7ac-5602f2574d09, Lê Thu Uyên, False, 3/3/2003 10:23:52 AM, 12A1
1f9678b2-5ea8-4719-be8a-ecccf6d7524c, Đặng Xuân Khánh, True, 2/11/2005 1:21:48 PM, 10A2
f3226957-97ed-4ca4-a46f-85b9a7e2218b, Võ Anh Khánh, True, 12/23/2002 11:05:43 AM, 12A1
700a2a1e-8f7b-4450-afa0-43f1983059a2, Nguyễn Thiên Long, True, 7/23/2004 1:19:20 PM, 12A1
c1c3e068-9149-4905-b2a0-be2c71dda31f, Võ Văn Đạt, True, 6/25/2005 8:16:34 AM, 10A2
efa70b92-cec0-4ee4-b6a4-8d98615355b8, Nguyễn Minh Hưng, True, 5/5/2001 9:55:39 PM, 12A1
98e4d316-f950-4579-8823-85e75f51aa4b, Nguyễn Phương Khánh, False, 11/12/2003 3:00:02 AM, 12A1
1b7ec0c2-ecda-4510-b786-fb763b615cbe, Hồ Thị Thanh Phương, False, 2/13/2000 7:22:37 PM, 12A1
fb168961-7a98-44c6-a8fc-0189c5fc4ae1, Đoàn Hương Lan, False, 10/6/2000 8:24:55 AM, 12A1
16eab62f-c059-48e8-b691-a4e967fb6643, Nguyễn Xuân Uyên, False, 5/20/2002 8:43:29 PM, 10A2
ec85f0b8-06a0-43fe-8bdf-7d0bc0253af7, Nguyễn Thái Đạt, True, 9/7/2006 10:43:03 AM, 10A2
949cfdd2-4aff-42e1-8648-c2afdc75d198, Đặng Minh Duy, True, 3/17/2000 10:00:45 AM, 12A2
1225786e-8cbd-4808-ac66-9ba36b722ac7, Đoàn Hương Thư, False, 8/5/2005 1:00:43 PM, 10A2
ea6f6a12-9e2b-454c-989f-807d31ce1c95, Nguyễn Xuân Duy, True, 11/19/2001 6:09:49 AM, 11A2
7b8bbe03-a52a-4aa6-abb2-164adb12a34d, Phạm Trúc Hương, False, 3/18/2004 2:29:34 PM, 10A2
5d0af113-d1dc-4dc8-b2f2-ca0e9c63e8e0, Phạm Thị Thanh Nguyên, False, 12/20/2003 8:01:40 PM, 10A2
3d111bb8-3506-47b3-90c3-7516398bac46, Lê Gia Phúc, True, 4/27/2000 10:16:49 AM, 12A2
0ba45c16-724c-4db2-b775-56e569483468, Lê Thị Thanh Linh, False, 10/3/2003 12:07:41 AM, 10A2
ca4025e8-b000-4d03-8137-faaa17a309a6, Đặng Xuân Vân, False, 6/5/2001 8:55:52 PM, 11A2
d6f9e9c1-7742-4110-a15a-5d72262e5a2e, Nguyễn Thu Trang, False, 8/31/2002 10:12:36 AM, 10A2
c98f0585-eda6-434f-a7b4-4a3ed78ed991, Nguyễn Minh Long, True, 4/17/2002 12:12:58 AM, 10A2
88e3b488-7c52-4aa1-a1f5-ddcc7117760c, Nguyễn Phương Hà, False, 4/7/2001 11:39:28 PM, 11A2
fe360f90-fffe-4fd6-b732-affeffb2e006, Đặng Anh Dũng, True, 3/8/2004 1:30:00 AM, 10A2
1dd9547b-b01a-43d3-91a0-a13d7f0286f3, Lê Thu Giang, False, 10/27/2002 11:23:46 PM, 10A2
aa7ea442-9ae8-4b29-89c9-4b5ba1185e96, Nguyễn Thị Thanh Khánh, False, 7/17/2000 7:42:17 AM, 12A2
18026c09-6b7e-4987-b88e-7c56b11300ca, Nguyễn Thảo Châu, False, 2/19/2002 6:50:39 AM, 10A2
e5d3fc18-69db-4199-966a-69990344e4b6, Nguyễn Minh Hà, False, 4/22/2006 4:13:55 PM, 10A2
2f899b1c-d426-458c-b60f-2ccbbe8c2f36, Nguyễn Ngọc Hà, False, 11/28/2003 10:11:58 PM, 10A2
ef7a9be6-03c8-41f1-a5c8-6d8552a7a9e8, Lưu Trúc Lan, False, 9/22/2000 12:05:30 PM, 12A2
34fc5afd-8c03-483f-bc37-37a84bd239a6, Hồ Thiên Hoàng, True, 6/25/2000 7:53:13 AM, 12A2
1d50ef16-4361-415a-a733-083162a330df, Lưu Thị Thanh Ngọc, False, 10/6/2001 10:37:40 AM, 11A2
ae9f6d50-b477-4eb5-8cbf-46c8254a0baf, Phạm Đăng Sơn, True, 5/24/2005 6:52:56 PM, 10A2
3a3bfd2d-a537-487f-84ea-1044d80528a7, Lưu Minh Khánh, False, 10/14/2005 6:57:14 PM, 10A2
dc46ce21-fd79-4f5e-83b6-620f9c93ac2a, Phạm Văn Long, True, 9/6/2000 2:03:35 PM, 12A2
508a1119-e6ef-4cdc-8735-1706daa55348, Lê Trúc Trang, False, 7/17/2006 3:02:51 PM, 10A2
818737d1-b9ef-461d-b7da-70519b566f1e, Lưu Thu Hương, False, 8/12/2001 4:23:52 PM, 11A2
640057b7-9717-49bd-ad4b-855c65850055, Nguyễn Anh Phúc, True, 5/20/2001 11:43:44 AM, 11A2
d9ae2805-84fd-4b57-9b4e-7be5193c7317, Hoàng Hương Khánh, False, 11/28/2004 4:22:49 AM, 10A2
22312184-c789-49f9-8348-eee87f968607, Nguyễn Văn Đạt, True, 3/14/2001 8:49:02 AM, 11A2
6e1b2d03-ca64-44aa-8f64-05675dd145cd, Võ Hoàng Bảo Huy, True, 10/12/2006 9:27:14 AM, 10A2
4962171c-5674-440c-863d-e417f83b76e0, Lưu Thu Trang, False, 6/26/2002 1:19:46 AM, 10A2
c70c0352-53a1-45f6-bd2c-1f9f3f55fc5b, Nguyễn Xuân Nguyên, True, 5/15/2000 6:14:33 AM, 12A2
80cf7146-9bb3-4f8a-8488-1d634c20c3d2, Võ Minh Uyên, False, 11/25/2006 2:18:10 PM, 10A2
49a8d290-1432-4884-bb19-0b16c1066fc5, Nguyễn Thảo Lan, False, 8/2/2000 5:56:20 PM, 12A2
f92c739d-30ee-4478-ad61-065f4c76dcb4, Lê Anh Dũng, True, 11/13/2000 1:08:52 PM, 12A2
00205e2b-4374-4e0d-8130-f0765b4af332, Nguyễn Minh Khánh, False, 7/10/2001 1:37:47 AM, 11A2
49821515-7b62-454d-8530-be96d530ba07, Nguyễn Hoàng Bảo Phúc, True, 11/22/2002 9:11:08 AM, 10A2
121941a1-398e-4745-ba5b-2638bd743540, Lưu Văn Dương, True, 11/6/2001 2:19:45 PM, 11A2
b2135265-a453-48bf-813e-9ad15c8bf8c3, Lưu Phương Uyên, False, 9/15/2004 10:58:57 AM, 10A2
9814bee0-38c4-4cfb-a321-f55e7a019df4, Đoàn Thu Giang, False, 9/11/2000 8:39:46 PM, 12A2
3351854a-7c2e-42bc-b2f2-3b2f6db3b7f0, Nguyễn Anh Đạt, True, 7/12/2002 3:43:48 PM, 10A2
6b9599f3-a214-4485-bfd6-64a7f0ddbbdd, Hồ Đăng Phúc, True, 7/16/2006 12:22:55 AM, 10A2
59407301-15c6-407c-8726-9f212c629564, Hồ Đăng Phúc, True, 4/7/2001 5:50:51 PM, 11A2
d1ff53e1-6b33-46a8-8e16-ef81c12117e3, Đoàn Ngọc Phương, False, 2/27/2006 10:42:17 AM, 10A2
4c7c678d-d6bf-4ee5-a84c-a3c824e5faaa, Hồ Gia Sơn, True, 3/10/2006 8:21:59 AM, 10A2
fd7aeedb-7391-48ae-8d37-911ff6b3d4fb, Nguyễn Minh Phương, False, 2/5/2002 1:25:12 PM, 10A2
9cc439e9-0c0e-4e0e-9e69-61bab6360433, Đoàn Minh Đạt, True, 6/18/2005 4:02:01 PM, 10A2
5a34bf77-cb67-45ae-a4ca-08a63cecc54a, Đặng Bảo Linh, False, 11/17/2002 9:41:56 PM, 10A2
64e7f38e-a9ef-4995-a567-ae0a846ebf39, Nguyễn Văn Hoàng, True, 2/20/2004 3:10:56 PM, 10A2
92e9745d-e488-450e-8f90-8ae7e036891e, Lê Thu Ngọc, False, 12/3/2001 3:31:14 AM, 11A2
7f6fd7a4-aef0-4984-8e87-7d846b9420ab, Nguyễn Thiên Thành, True, 2/27/2002 2:37:19 PM, 10A2
4b584381-2667-46ab-9eeb-5408465ed5c5, Lê Thu Khánh, False, 2/3/2003 4:17:33 AM, 10A2
1642e822-4edd-4093-b26f-c404b1c78896, Hoàng Minh Long, True, 6/21/2006 4:06:48 AM, 10A2
a138c2df-4045-4a2e-8ce7-b21947883dbf, Nguyễn Minh Nguyên, True, 11/3/2002 10:16:40 AM, 11A2
db9906ce-6674-4d10-851f-f8c354a5b518, Lê Thu Châu, False, 1/15/2003 6:46:39 PM, 11A2
65dc5e4d-da8b-403f-9ff9-0345fb422e3f, Nguyễn Thu Khánh, False, 7/27/2000 7:53:53 AM, 12A2
61c4157d-d52a-42d2-949e-fd0511f5d387, Nguyễn Thị Thanh Thư, False, 6/16/2005 2:07:50 PM, 11A2
7ecccdbe-24cf-4705-9d3c-a601f9d3a0cd, Lê Thu Phương, False, 10/4/2003 10:21:06 AM, 11A2
f0df102b-4a0a-492f-994b-21be8c2506c1, Võ Thái Anh, True, 2/10/2002 2:23:54 AM, 11A2
4762c2dc-2377-4284-acb0-6f0d2136d572, Nguyễn Thảo Linh, False, 11/22/2002 4:43:47 AM, 11A2
5a4a9e02-15ec-482e-bf20-9332bfd354d2, Trần Việt Duy, True, 5/24/2000 8:47:35 PM, 12A2
b119ba56-bcfc-4d4e-9f21-682cda6961cb, Nguyễn Thu Châu, False, 2/24/2001 8:55:41 AM, 11A2
070a587b-373b-49dd-accb-5224f74797c9, Nguyễn Phương Giang, False, 1/11/2005 6:10:36 PM, 11A2
adcd2335-a3ba-483e-bb09-0ac554459ef2, Nguyễn Bảo Thanh, False, 7/8/2000 5:08:23 PM, 12A2
94173f74-0e47-4dcd-acb9-6e2ddfb1e0d6, Lưu Minh Vân, False, 3/21/2006 7:41:48 PM, 10A3
07ea3091-ac98-4a5e-be97-0027bea93b8f, Nguyễn Gia Dũng, True, 9/26/2004 1:51:04 PM, 11A2
3e4f6fd5-7a5b-46f2-9f8b-eee4449bf696, Nguyễn Bảo Châu, False, 12/10/2005 3:36:24 PM, 11A2
3f1721a3-de3c-4e92-8436-a1624e4e7dec, Nguyễn Bảo Châu, False, 3/20/2001 12:25:12 PM, 11A2
f32c1052-4d12-46ed-9196-452967b9193b, Trần Văn Nguyên, True, 4/22/2006 8:50:19 AM, 10A3
