ID, Name, Birthday, Gender, Class
1dde5b68-d0b4-43b8-a169-0845287f3731, Nguyen Ly Mai, 3/29/2001 12:00:00 AM, F, 626fe20a-293f-4347-ba3d-59b279223ad6
5805a91e-0862-4cb3-93c1-d3893839b816, Nguyen Thanh Loc, 7/26/2005 12:00:00 AM, M, d9e8b150-1dad-4784-98ca-fb0e1fc1e77f
2f53e55e-5fb9-4eb2-bcfa-fe7b474dc5e7, Le Ngoc Giang, 4/7/2004 12:00:00 AM, F, 3ac37f1c-d933-4518-b245-f80655e42193
e8fc408c-dc44-4032-a3f9-9847e0bf672e, Le Ngoc Tan, 7/19/2002 12:00:00 AM, M, 626fe20a-293f-4347-ba3d-59b279223ad6
faeb01ac-9c5f-41ab-aaa3-ad3ec3d666d9, Tran Ngoc Son, 9/7/2002 12:00:00 AM, M, e22c5323-f113-49ce-ae42-3615d9b9bd53
8073f681-326f-4b35-b531-55f3426bf539, Le Ly Tan, 4/17/2004 12:00:00 AM, M, 1a1aa14c-8e1a-42f9-a232-7d8d4e9d3565
46f0c40f-9a6b-4ee0-beca-0dca99f7e7d5, Le Gia Hung, 8/8/2003 12:00:00 AM, M, 5158dd45-27cf-4625-83c6-0d56578fbc26
e4f4a67e-5863-447e-8e2d-1c9e3a80d6b1, Le Thanh Duc, 1/19/2001 12:00:00 AM, M, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
1bf1c164-7f81-4b3f-8363-36f8dabaedd5, Le Ngoc Mai, 7/8/2002 12:00:00 AM, F, 3ac37f1c-d933-4518-b245-f80655e42193
e3120551-5b20-4f5a-a171-27c8bfaa6aa9, Ly Hai Anh, 5/28/2002 12:00:00 AM, F, e22c5323-f113-49ce-ae42-3615d9b9bd53
1a5b07a1-c440-4206-bf95-87247b5f3414, Nguyen Quang Hung, 2/26/2006 12:00:00 AM, M, 5158dd45-27cf-4625-83c6-0d56578fbc26
8b7238c5-b042-4eb0-aaaa-eac6238c2491, Ly Quang Thu, 3/8/2004 12:00:00 AM, F, 998d7f96-f42f-4178-82a1-a166e04decce
a4e10253-07c3-4a00-b456-a918aaa0a336, Nguyen Thanh Phuong, 3/13/2002 12:00:00 AM, F, e22c5323-f113-49ce-ae42-3615d9b9bd53
97fdc51f-e566-4863-8081-eace627e9ffb, Le Hai Phuong, 9/9/2001 12:00:00 AM, F, 626fe20a-293f-4347-ba3d-59b279223ad6
16765b94-319b-466c-a344-c6e5973fa7bb, Le Quang Mai, 11/8/2004 12:00:00 AM, F, d9e8b150-1dad-4784-98ca-fb0e1fc1e77f
aadd02be-6178-4149-90b3-8b496de31b19, Ly Ngoc Mai, 7/4/2003 12:00:00 AM, F, 3ac37f1c-d933-4518-b245-f80655e42193
453456ae-24eb-4c64-8b47-1018a67a7465, Nguyen Ly Long, 9/6/2005 12:00:00 AM, M, 998d7f96-f42f-4178-82a1-a166e04decce
5db1d4be-b636-4e62-832e-665a86a0ac01, Le Ly Giang, 7/31/2005 12:00:00 AM, F, e22c5323-f113-49ce-ae42-3615d9b9bd53
d8d923aa-d18c-4665-bf09-08f6f7aa39f5, Le Ngoc Hung, 4/28/2005 12:00:00 AM, M, 1a1aa14c-8e1a-42f9-a232-7d8d4e9d3565
2b9e3bc5-6c04-4ac1-881e-17790ee22b77, Le Hai Duc, 6/8/2004 12:00:00 AM, M, 1a1aa14c-8e1a-42f9-a232-7d8d4e9d3565
4481c8db-4427-44db-a82d-bd5457425414, Dinh Ly Phuong, 11/23/2002 12:00:00 AM, F, 2054481c-c5aa-4f1c-9fa9-6100669656b0
75600021-b19e-4ce0-b03b-3fde63788ea6, Nguyen Thanh Loc, 8/7/2001 12:00:00 AM, M, 626fe20a-293f-4347-ba3d-59b279223ad6
ebaee9dd-150a-4a4d-a7fa-ff3b22cde87b, Dinh Thanh Ha, 9/7/2003 12:00:00 AM, F, 626fe20a-293f-4347-ba3d-59b279223ad6
2ca35fb0-e6f0-4d6e-ad1f-0e2511be7c6f, Nguyen Ly Phuong, 8/22/2003 12:00:00 AM, F, 3ac37f1c-d933-4518-b245-f80655e42193
c29d5716-3374-4a46-aeb0-ebf940705d18, Dinh Ngoc Thu, 5/30/2002 12:00:00 AM, F, 626fe20a-293f-4347-ba3d-59b279223ad6
0418e61b-4def-476d-9302-11c25469ef73, Le Ly Anh, 9/2/2005 12:00:00 AM, F, e22c5323-f113-49ce-ae42-3615d9b9bd53
19dc8e59-febd-4cb7-8816-cdfd9fa67674, Nguyen Gia Thu, 5/31/2004 12:00:00 AM, F, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
af9a2cb9-7549-4f73-a7a7-9efb6b73e6d0, Nguyen Thanh Duc, 2/28/2003 12:00:00 AM, M, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
cec09511-7055-476c-bf46-15c468230186, Le Quang Duc, 10/11/2005 12:00:00 AM, M, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
1d724c86-6116-44de-a370-ba438e6bf423, Le Ngoc Loc, 6/12/2002 12:00:00 AM, M, e22c5323-f113-49ce-ae42-3615d9b9bd53
bb2c1202-22e0-4970-a322-aa3a9935a1b3, Dinh Quang Long, 2/28/2005 12:00:00 AM, M, 5158dd45-27cf-4625-83c6-0d56578fbc26
d479a7d9-e76a-4475-9d43-a7e8b54df492, Ly Gia Tan, 8/10/2001 12:00:00 AM, M, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
2d20ccdd-404e-4c97-bb56-9f3c80c2baa5, Le Quang Hung, 7/13/2003 12:00:00 AM, M, 5158dd45-27cf-4625-83c6-0d56578fbc26
783dcd98-bef9-4940-90fc-d36a37214596, Tran Gia Mai, 10/14/2002 12:00:00 AM, F, 1a1aa14c-8e1a-42f9-a232-7d8d4e9d3565
1aba3c83-a2e4-4dd5-8c5e-22cb7c369503, Dinh Gia Duc, 4/9/2006 12:00:00 AM, M, d9e8b150-1dad-4784-98ca-fb0e1fc1e77f
924e46f3-98b6-4349-b95d-9585c71e367a, Tran Quang Duc, 1/5/2005 12:00:00 AM, M, 7ad987fe-e74d-4c68-83dc-81260b9ae22d
65417b59-adeb-4297-89e5-5b12fd72fbac, Ly Hai Thu, 7/3/2003 12:00:00 AM, F, 2054481c-c5aa-4f1c-9fa9-6100669656b0
57b2d624-e761-488e-aa39-71a7efe15c3e, Nguyen Ly Anh, 1/28/2003 12:00:00 AM, F, 626fe20a-293f-4347-ba3d-59b279223ad6
1ef558b7-f4aa-4667-84ac-ec6298783c3b, Dinh Thanh Mai, 8/5/2005 12:00:00 AM, F, 1a1aa14c-8e1a-42f9-a232-7d8d4e9d3565
fd995b1d-abe7-4b20-beed-625a6315c5f8, Ly Gia Phuong, 12/2/2003 12:00:00 AM, F, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
fc4fb2da-170a-4822-9958-45483c85c056, Le Hai Giang, 12/2/2003 12:00:00 AM, F, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
e71626b8-21b1-48e2-9ed9-b237637cd357, Nguyen Hai Mai, 2/18/2003 12:00:00 AM, F, 2054481c-c5aa-4f1c-9fa9-6100669656b0
70849d1b-bad7-410d-890c-4efd257e7231, Le Ly Tan, 3/15/2003 12:00:00 AM, M, 7ad987fe-e74d-4c68-83dc-81260b9ae22d
4b64c750-a84f-468b-aa71-e40fdc36763f, Dinh Ngoc Thu, 6/1/2003 12:00:00 AM, F, 7ad987fe-e74d-4c68-83dc-81260b9ae22d
8afb5b1d-e6a7-415e-85d8-11f608e14c0a, Dinh Quang Anh, 8/1/2005 12:00:00 AM, F, 3ac37f1c-d933-4518-b245-f80655e42193
c58a4c99-ff9b-4f4d-8cbe-b778908c8794, Le Ngoc Loc, 8/30/2004 12:00:00 AM, M, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
7b776815-fb35-48f0-9586-9bbf32ca2c39, Dinh Ngoc Hung, 11/25/2003 12:00:00 AM, M, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
d93e9578-b1c0-4e45-b3de-aac82146fbe2, Le Gia Anh, 12/7/2005 12:00:00 AM, F, 7ad987fe-e74d-4c68-83dc-81260b9ae22d
6f32a5b0-aa4c-4a9f-94c5-2c21f3564184, Le Hai Hung, 8/22/2003 12:00:00 AM, M, 998d7f96-f42f-4178-82a1-a166e04decce
9d6373ac-95d5-4bcd-8eb5-8b47f76432f2, Nguyen Quang Duc, 2/26/2004 12:00:00 AM, M, 5158dd45-27cf-4625-83c6-0d56578fbc26
f529b2c2-b7c3-464c-9011-940182ae064b, Le Hai Tan, 4/16/2004 12:00:00 AM, M, e22c5323-f113-49ce-ae42-3615d9b9bd53
700e02ec-efa4-4ef9-8d3d-e2961cac610f, Le Hai Tan, 12/22/2004 12:00:00 AM, M, 998d7f96-f42f-4178-82a1-a166e04decce
cffa957d-d8d6-4125-8476-7f035ae52f3b, Tran Ngoc Son, 3/21/2003 12:00:00 AM, M, 3ac37f1c-d933-4518-b245-f80655e42193
28a3eda9-674c-4c01-b5c7-bc67cf52a54c, Tran Hai Mai, 9/22/2005 12:00:00 AM, F, 998d7f96-f42f-4178-82a1-a166e04decce
924c297e-d44c-436f-861c-1b2ed75f2015, Le Thanh Mai, 5/12/2001 12:00:00 AM, F, 626fe20a-293f-4347-ba3d-59b279223ad6
b84e6418-8c47-49af-ac78-6180be5a6474, Dinh Gia Son, 5/30/2002 12:00:00 AM, M, 1a1aa14c-8e1a-42f9-a232-7d8d4e9d3565
8dc429a3-3aeb-499a-aa5f-d79dfa078946, Dinh Thanh Loc, 6/27/2003 12:00:00 AM, M, 626fe20a-293f-4347-ba3d-59b279223ad6
5a3bdcf5-3996-43d0-b77a-4be17b812171, Le Ngoc Giang, 11/3/2004 12:00:00 AM, F, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
91143686-3937-449a-a4a3-f308a85436be, Dinh Ngoc Loc, 6/30/2004 12:00:00 AM, M, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
024857c5-c482-44bf-b228-0fd329998f63, Tran Thanh Mai, 6/30/2004 12:00:00 AM, F, 998d7f96-f42f-4178-82a1-a166e04decce
a327dd73-5307-4b3e-9079-7fa8fcb57aac, Tran Gia Long, 7/31/2005 12:00:00 AM, M, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
b992c608-0458-436e-a9cf-57845b0c38bd, Le Gia Loc, 2/9/2004 12:00:00 AM, M, 626fe20a-293f-4347-ba3d-59b279223ad6
e9e92f92-1bc7-41ea-b3c0-d57cecdde078, Le Ngoc Loc, 5/29/2003 12:00:00 AM, M, 998d7f96-f42f-4178-82a1-a166e04decce
35361ded-f847-4080-accd-a9b9bdd5bc4c, Nguyen Gia Hung, 8/4/2004 12:00:00 AM, M, e22c5323-f113-49ce-ae42-3615d9b9bd53
fd03815d-1ac8-41d9-bfeb-08ddcab7bdfb, Dinh Gia Tan, 12/27/2004 12:00:00 AM, M, 1a1aa14c-8e1a-42f9-a232-7d8d4e9d3565
7924d298-8e0c-482c-86ce-dd28f2d5535c, Tran Ly Hung, 10/30/2005 12:00:00 AM, M, 7ad987fe-e74d-4c68-83dc-81260b9ae22d
15bfb863-1a46-4c95-8489-9112e35d978e, Le Ngoc Long, 4/19/2002 12:00:00 AM, M, 3ac37f1c-d933-4518-b245-f80655e42193
cc8be003-803d-4b5a-8194-5b4c90f3de9b, Ly Ly Loc, 2/8/2005 12:00:00 AM, M, d9e8b150-1dad-4784-98ca-fb0e1fc1e77f
521ef8dd-c497-446d-939f-38b5b9e807c2, Nguyen Ly Ha, 6/22/2002 12:00:00 AM, F, 1a1aa14c-8e1a-42f9-a232-7d8d4e9d3565
a2fdc03a-285c-4164-acd7-5dc5afcfa971, Ly Quang Mai, 9/23/2003 12:00:00 AM, F, e22c5323-f113-49ce-ae42-3615d9b9bd53
86e07a4d-117c-4dd1-84df-21100be759b5, Le Thanh Thu, 4/29/2004 12:00:00 AM, F, 7ad987fe-e74d-4c68-83dc-81260b9ae22d
f56b1008-8bf3-46cc-a573-e2ad7560133a, Tran Ly Anh, 9/23/2003 12:00:00 AM, F, 626fe20a-293f-4347-ba3d-59b279223ad6
516832f6-11a5-4d5a-8002-8ed8a7db84d8, Le Thanh Hung, 12/4/2001 12:00:00 AM, M, e22c5323-f113-49ce-ae42-3615d9b9bd53
11f65e35-67da-4dec-9bf6-ff6e209d8e83, Tran Ngoc Hung, 6/3/2001 12:00:00 AM, M, 3ac37f1c-d933-4518-b245-f80655e42193
352f3896-b3bd-46ae-8577-0108ba013553, Ly Ly Duc, 3/4/2002 12:00:00 AM, M, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
354757bf-ef88-4123-8463-27acd6d40995, Le Thanh Loc, 4/30/2001 12:00:00 AM, M, 626fe20a-293f-4347-ba3d-59b279223ad6
d09ef833-877c-4d9a-b6f2-6496fa916b3b, Ly Thanh Phuong, 12/20/2001 12:00:00 AM, F, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
9744126b-27c7-4585-b302-bab73118264e, Ly Ly Long, 9/24/2004 12:00:00 AM, M, d9e8b150-1dad-4784-98ca-fb0e1fc1e77f
9c171faf-a308-4cfa-bcc4-dd7c6f53c4ea, Dinh Hai Giang, 7/30/2003 12:00:00 AM, F, e22c5323-f113-49ce-ae42-3615d9b9bd53
b994d7e2-e18a-4175-ae9c-bfa98eebf6dd, Nguyen Thanh Ha, 10/18/2003 12:00:00 AM, F, 5158dd45-27cf-4625-83c6-0d56578fbc26
70eac69b-42a2-4ba7-a970-396611d8af1b, Ly Ngoc Duc, 9/21/2004 12:00:00 AM, M, 3ac37f1c-d933-4518-b245-f80655e42193
426b4ba1-572c-4433-a37a-574d21deabdd, Le Thanh Tan, 3/28/2002 12:00:00 AM, M, e22c5323-f113-49ce-ae42-3615d9b9bd53
d4c22044-c4b8-48ec-9c68-13a478583be2, Le Hai Loc, 3/14/2004 12:00:00 AM, M, 5158dd45-27cf-4625-83c6-0d56578fbc26
ad0c18fb-e1b7-4e5b-9da3-d35a3fcd6b36, Nguyen Ly Duc, 10/9/2003 12:00:00 AM, M, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
1294c987-9aae-4653-8a0b-57f63b1ca005, Le Ngoc Son, 12/17/2002 12:00:00 AM, M, 626fe20a-293f-4347-ba3d-59b279223ad6
c8d33af9-c166-4391-a55b-c6ba5cabadb2, Le Hai Hung, 3/27/2005 12:00:00 AM, M, 2054481c-c5aa-4f1c-9fa9-6100669656b0
609951b5-9ae7-46b5-b6bb-ae4cf83d1953, Nguyen Ngoc Loc, 8/24/2003 12:00:00 AM, M, 626fe20a-293f-4347-ba3d-59b279223ad6
2b2ef1a6-a477-4455-a252-e4db5e3cbded, Le Quang Giang, 6/26/2002 12:00:00 AM, F, 3ac37f1c-d933-4518-b245-f80655e42193
255e49ec-f07f-4362-961b-8c43a7b511e5, Dinh Ngoc Long, 1/2/2003 12:00:00 AM, M, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
eb186bb5-6f68-4c34-bc6a-782e9df0cf22, Dinh Gia Loc, 6/27/2005 12:00:00 AM, M, 3ac37f1c-d933-4518-b245-f80655e42193
025312c8-4d10-46a7-ae12-66dd1cbf515c, Nguyen Thanh Duc, 10/23/2003 12:00:00 AM, M, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
e7c73bbd-4e91-4aaa-b455-39494f39e863, Le Ngoc Anh, 1/19/2005 12:00:00 AM, F, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
ea248fa7-757e-4705-ba13-4ab9222173af, Dinh Quang Hung, 5/3/2004 12:00:00 AM, M, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
37ddaad8-d41b-416a-bbdb-3c6aa8177fac, Ly Ly Loc, 4/3/2002 12:00:00 AM, M, d9e8b150-1dad-4784-98ca-fb0e1fc1e77f
d7781b58-79c5-4f3e-bb27-793cc291a77a, Nguyen Ngoc Anh, 5/31/2001 12:00:00 AM, F, 626fe20a-293f-4347-ba3d-59b279223ad6
a8847421-3d33-4b75-bf31-38c1ae24b23f, Dinh Gia Giang, 10/10/2003 12:00:00 AM, F, d9e8b150-1dad-4784-98ca-fb0e1fc1e77f
fb43caaf-cbfd-4f60-a1e6-102cab7f3d52, Tran Ly Ha, 1/11/2003 12:00:00 AM, F, 7ad987fe-e74d-4c68-83dc-81260b9ae22d
0b1bd6d3-613b-421e-8c18-90fa1c47851b, Ly Thanh Phuong, 2/4/2003 12:00:00 AM, F, 626fe20a-293f-4347-ba3d-59b279223ad6
8e1f0a8d-440b-4857-800d-f25dcbd20142, Le Ngoc Anh, 4/14/2003 12:00:00 AM, F, e22c5323-f113-49ce-ae42-3615d9b9bd53
05efd6b3-dfc1-4db9-b1c1-a349a2497845, Le Thanh Hung, 8/7/2002 12:00:00 AM, M, 626fe20a-293f-4347-ba3d-59b279223ad6
63592bb3-49c2-4211-8242-e6f2e379f208, Ly Hai Son, 7/23/2005 12:00:00 AM, M, 3ac37f1c-d933-4518-b245-f80655e42193
32bee591-9d9b-4b61-bca5-56caf1ed52de, Tran Thanh Hung, 11/6/2003 12:00:00 AM, M, 5158dd45-27cf-4625-83c6-0d56578fbc26
f200bc08-67a1-46a3-ac26-d14a308b6518, Dinh Ly Hung, 4/3/2004 12:00:00 AM, M, 1a1aa14c-8e1a-42f9-a232-7d8d4e9d3565
636ca298-646e-4eb6-be13-0649029b04ac, Le Gia Duc, 2/5/2002 12:00:00 AM, M, ce32dee8-694b-4ce0-a469-fcf5c0a5ac4a
0ea3b8a2-facd-4bf5-bf5d-365c53e3df87, Le Ngoc Giang, 2/10/2002 12:00:00 AM, F, 3ac37f1c-d933-4518-b245-f80655e42193
ebb1fee8-c745-4872-b321-4c0789a82603, Le Quang Phuong, 6/1/2003 12:00:00 AM, F, 2054481c-c5aa-4f1c-9fa9-6100669656b0
3e46d916-c617-45e0-b925-f125f11f8aa1, Tran Thanh Anh, 6/17/2003 12:00:00 AM, F, d9e8b150-1dad-4784-98ca-fb0e1fc1e77f
8516219d-19aa-4c9e-aa2c-08ee9430fac1, Dinh Gia Loc, 4/9/2002 12:00:00 AM, M, d9e8b150-1dad-4784-98ca-fb0e1fc1e77f
3bdacd3c-c67a-401d-b33b-27d4e4d572fa, Ly Thanh Thu, 5/29/2002 12:00:00 AM, F, 3ac37f1c-d933-4518-b245-f80655e42193
22faa789-e6a1-4d95-b2d6-131fd65dd4a0, Ly Gia Giang, 1/30/2002 12:00:00 AM, F, 626fe20a-293f-4347-ba3d-59b279223ad6
c33896dc-1129-4d6b-851b-ddfa378a5830, Le Quang Tan, 11/19/2004 12:00:00 AM, M, e22c5323-f113-49ce-ae42-3615d9b9bd53
a6efa325-59d3-4b04-91c2-0b87f2d04666, Dinh Thanh Loc, 12/23/2002 12:00:00 AM, M, 626fe20a-293f-4347-ba3d-59b279223ad6
0c3fb306-275f-4009-a817-a69a49beb6d4, Le Quang Hung, 1/2/2004 12:00:00 AM, M, 3ac37f1c-d933-4518-b245-f80655e42193
8b42ff9b-22cf-435d-a8b6-11995215936d, Le Ly Son, 2/22/2003 12:00:00 AM, M, 2054481c-c5aa-4f1c-9fa9-6100669656b0
db041a30-760a-4d9d-8a74-a2ae5c3b69a3, Le Thanh Giang, 11/7/2002 12:00:00 AM, F, 5158dd45-27cf-4625-83c6-0d56578fbc26
f2bf95f5-5096-464a-9cdf-f007d31f38cd, Nguyen Gia Anh, 12/5/2002 12:00:00 AM, F, 1a1aa14c-8e1a-42f9-a232-7d8d4e9d3565
1730aa72-fa3f-4685-b936-e26ea4102236, Nguyen Hai Loc, 1/12/2003 12:00:00 AM, M, 5158dd45-27cf-4625-83c6-0d56578fbc26
eddf345f-ff5f-458c-81e3-86fc18b1db91, Tran Gia Duc, 8/16/2005 12:00:00 AM, M, 998d7f96-f42f-4178-82a1-a166e04decce
9c513cd3-f2df-4392-b70f-e0befb037387, Ly Ly Duc, 12/22/2006 12:00:00 AM, M, 998d7f96-f42f-4178-82a1-a166e04decce
ecb7b10e-3a49-4384-8d92-032bc46f92f8, Le Quang Anh, 8/21/2003 12:00:00 AM, F, 2054481c-c5aa-4f1c-9fa9-6100669656b0
8094ff76-91c5-47d9-b7c6-493762f997b1, Ly Ly Anh, 3/23/2004 12:00:00 AM, F, e22c5323-f113-49ce-ae42-3615d9b9bd53
d129357f-75e5-4e2d-ab79-736bcbea9a6a, Dinh Quang Mai, 8/6/2005 12:00:00 AM, F, 7ad987fe-e74d-4c68-83dc-81260b9ae22d
