Subject, Student, Grade
d18077c4-1be7-4ec8-babe-8e594114db06, a3e40ee1-3519-4263-b49e-64da0e71531a, 46
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, a3e40ee1-3519-4263-b49e-64da0e71531a, 69
2ef46a65-709b-4566-aadc-0611391311e6, a3e40ee1-3519-4263-b49e-64da0e71531a, 19
5f673b63-8bb9-4418-a8b5-b15acc29017c, a3e40ee1-3519-4263-b49e-64da0e71531a, 28
83dab227-1d09-412e-9b89-4ae5dcb585f1, a3e40ee1-3519-4263-b49e-64da0e71531a, 86
6ff04762-d3f3-45da-a746-012b902ede79, a3e40ee1-3519-4263-b49e-64da0e71531a, 72
384853df-1433-47f6-9a3b-83bda78411ec, a3e40ee1-3519-4263-b49e-64da0e71531a, 54
f9861894-7e3a-4368-a8d2-3fb8a0d82926, ff42212b-0676-490b-a258-a4f561d41edc, 18
f4a1c274-287d-4bd5-ac6a-af7a49d40ed2, ff42212b-0676-490b-a258-a4f561d41edc, 52
56c3d175-e2cd-4805-b5cb-13af5dd6215f, ff42212b-0676-490b-a258-a4f561d41edc, 30
446c7636-1d11-4100-8e93-a487524c9d88, ff42212b-0676-490b-a258-a4f561d41edc, 37
8f48492e-3b41-47f0-a3ef-bf0364b7614d, ff42212b-0676-490b-a258-a4f561d41edc, 81
f66df16e-1754-4c82-a0a1-3677f073bb0e, ff42212b-0676-490b-a258-a4f561d41edc, 18
d2a2c16a-e6f4-4097-83f4-d891e468256a, ff42212b-0676-490b-a258-a4f561d41edc, 70
4f830cae-91ee-48f4-856b-13543e54cce9, ff42212b-0676-490b-a258-a4f561d41edc, 74
4837395f-197e-40ec-b982-6c69c512236d, 7ce084d0-4450-40d8-9ba0-763a9157b1b2, 97
d18077c4-1be7-4ec8-babe-8e594114db06, 7ce084d0-4450-40d8-9ba0-763a9157b1b2, 33
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, 7ce084d0-4450-40d8-9ba0-763a9157b1b2, 60
2ef46a65-709b-4566-aadc-0611391311e6, 7ce084d0-4450-40d8-9ba0-763a9157b1b2, 55
5f673b63-8bb9-4418-a8b5-b15acc29017c, 7ce084d0-4450-40d8-9ba0-763a9157b1b2, 8
83dab227-1d09-412e-9b89-4ae5dcb585f1, 7ce084d0-4450-40d8-9ba0-763a9157b1b2, 86
6ff04762-d3f3-45da-a746-012b902ede79, 7ce084d0-4450-40d8-9ba0-763a9157b1b2, 61
384853df-1433-47f6-9a3b-83bda78411ec, 7ce084d0-4450-40d8-9ba0-763a9157b1b2, 95
4837395f-197e-40ec-b982-6c69c512236d, 79a5ba30-bf0b-4ef1-aa3c-8226ff6ac692, 91
d18077c4-1be7-4ec8-babe-8e594114db06, 79a5ba30-bf0b-4ef1-aa3c-8226ff6ac692, 92
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, 79a5ba30-bf0b-4ef1-aa3c-8226ff6ac692, 94
2ef46a65-709b-4566-aadc-0611391311e6, 79a5ba30-bf0b-4ef1-aa3c-8226ff6ac692, 6
5f673b63-8bb9-4418-a8b5-b15acc29017c, 79a5ba30-bf0b-4ef1-aa3c-8226ff6ac692, 35
83dab227-1d09-412e-9b89-4ae5dcb585f1, 79a5ba30-bf0b-4ef1-aa3c-8226ff6ac692, 43
6ff04762-d3f3-45da-a746-012b902ede79, 79a5ba30-bf0b-4ef1-aa3c-8226ff6ac692, 53
384853df-1433-47f6-9a3b-83bda78411ec, 79a5ba30-bf0b-4ef1-aa3c-8226ff6ac692, 42
4837395f-197e-40ec-b982-6c69c512236d, 4b4dd1b6-3192-4490-8748-c2e61f0f1adf, 17
d18077c4-1be7-4ec8-babe-8e594114db06, 4b4dd1b6-3192-4490-8748-c2e61f0f1adf, 90
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, 4b4dd1b6-3192-4490-8748-c2e61f0f1adf, 64
2ef46a65-709b-4566-aadc-0611391311e6, 4b4dd1b6-3192-4490-8748-c2e61f0f1adf, 16
5f673b63-8bb9-4418-a8b5-b15acc29017c, 4b4dd1b6-3192-4490-8748-c2e61f0f1adf, 75
83dab227-1d09-412e-9b89-4ae5dcb585f1, 4b4dd1b6-3192-4490-8748-c2e61f0f1adf, 51
6ff04762-d3f3-45da-a746-012b902ede79, 4b4dd1b6-3192-4490-8748-c2e61f0f1adf, 23
384853df-1433-47f6-9a3b-83bda78411ec, 4b4dd1b6-3192-4490-8748-c2e61f0f1adf, 19
4837395f-197e-40ec-b982-6c69c512236d, 21dfecd2-4bb6-4064-a709-99c0f3fcde56, 31
d18077c4-1be7-4ec8-babe-8e594114db06, 21dfecd2-4bb6-4064-a709-99c0f3fcde56, 87
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, 21dfecd2-4bb6-4064-a709-99c0f3fcde56, 68
2ef46a65-709b-4566-aadc-0611391311e6, 21dfecd2-4bb6-4064-a709-99c0f3fcde56, 80
5f673b63-8bb9-4418-a8b5-b15acc29017c, 21dfecd2-4bb6-4064-a709-99c0f3fcde56, 72
83dab227-1d09-412e-9b89-4ae5dcb585f1, 21dfecd2-4bb6-4064-a709-99c0f3fcde56, 68
6ff04762-d3f3-45da-a746-012b902ede79, 21dfecd2-4bb6-4064-a709-99c0f3fcde56, 84
384853df-1433-47f6-9a3b-83bda78411ec, 21dfecd2-4bb6-4064-a709-99c0f3fcde56, 13
4837395f-197e-40ec-b982-6c69c512236d, 0d04a132-dbc5-4b66-9d02-05650aec6bf4, 94
d18077c4-1be7-4ec8-babe-8e594114db06, 0d04a132-dbc5-4b66-9d02-05650aec6bf4, 4
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, 0d04a132-dbc5-4b66-9d02-05650aec6bf4, 34
2ef46a65-709b-4566-aadc-0611391311e6, 0d04a132-dbc5-4b66-9d02-05650aec6bf4, 19
5f673b63-8bb9-4418-a8b5-b15acc29017c, 0d04a132-dbc5-4b66-9d02-05650aec6bf4, 78
83dab227-1d09-412e-9b89-4ae5dcb585f1, 0d04a132-dbc5-4b66-9d02-05650aec6bf4, 66
6ff04762-d3f3-45da-a746-012b902ede79, 0d04a132-dbc5-4b66-9d02-05650aec6bf4, 58
384853df-1433-47f6-9a3b-83bda78411ec, 0d04a132-dbc5-4b66-9d02-05650aec6bf4, 52
4837395f-197e-40ec-b982-6c69c512236d, 8b203dfb-436a-4b88-9a26-60092ba53ea8, 85
d18077c4-1be7-4ec8-babe-8e594114db06, 8b203dfb-436a-4b88-9a26-60092ba53ea8, 74
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, 8b203dfb-436a-4b88-9a26-60092ba53ea8, 29
2ef46a65-709b-4566-aadc-0611391311e6, 8b203dfb-436a-4b88-9a26-60092ba53ea8, 37
5f673b63-8bb9-4418-a8b5-b15acc29017c, 8b203dfb-436a-4b88-9a26-60092ba53ea8, 92
83dab227-1d09-412e-9b89-4ae5dcb585f1, 8b203dfb-436a-4b88-9a26-60092ba53ea8, 65
6ff04762-d3f3-45da-a746-012b902ede79, 8b203dfb-436a-4b88-9a26-60092ba53ea8, 18
384853df-1433-47f6-9a3b-83bda78411ec, 8b203dfb-436a-4b88-9a26-60092ba53ea8, 76
f9861894-7e3a-4368-a8d2-3fb8a0d82926, 8f05d321-1183-4185-b61c-fc67b7fa302e, 100
f4a1c274-287d-4bd5-ac6a-af7a49d40ed2, 8f05d321-1183-4185-b61c-fc67b7fa302e, 89
56c3d175-e2cd-4805-b5cb-13af5dd6215f, 8f05d321-1183-4185-b61c-fc67b7fa302e, 20
446c7636-1d11-4100-8e93-a487524c9d88, 8f05d321-1183-4185-b61c-fc67b7fa302e, 91
8f48492e-3b41-47f0-a3ef-bf0364b7614d, 8f05d321-1183-4185-b61c-fc67b7fa302e, 54
f66df16e-1754-4c82-a0a1-3677f073bb0e, 8f05d321-1183-4185-b61c-fc67b7fa302e, 54
d2a2c16a-e6f4-4097-83f4-d891e468256a, 8f05d321-1183-4185-b61c-fc67b7fa302e, 100
4f830cae-91ee-48f4-856b-13543e54cce9, 8f05d321-1183-4185-b61c-fc67b7fa302e, 46
f9861894-7e3a-4368-a8d2-3fb8a0d82926, c8aa2db2-69db-49e9-81ff-36f3da506265, 10
f4a1c274-287d-4bd5-ac6a-af7a49d40ed2, c8aa2db2-69db-49e9-81ff-36f3da506265, 41
56c3d175-e2cd-4805-b5cb-13af5dd6215f, c8aa2db2-69db-49e9-81ff-36f3da506265, 24
446c7636-1d11-4100-8e93-a487524c9d88, c8aa2db2-69db-49e9-81ff-36f3da506265, 22
8f48492e-3b41-47f0-a3ef-bf0364b7614d, c8aa2db2-69db-49e9-81ff-36f3da506265, 17
f66df16e-1754-4c82-a0a1-3677f073bb0e, c8aa2db2-69db-49e9-81ff-36f3da506265, 82
d2a2c16a-e6f4-4097-83f4-d891e468256a, c8aa2db2-69db-49e9-81ff-36f3da506265, 23
4f830cae-91ee-48f4-856b-13543e54cce9, c8aa2db2-69db-49e9-81ff-36f3da506265, 22
4837395f-197e-40ec-b982-6c69c512236d, 01829add-1c2a-4cd4-9a62-e4974ab00979, 7
d18077c4-1be7-4ec8-babe-8e594114db06, 01829add-1c2a-4cd4-9a62-e4974ab00979, 81
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, 01829add-1c2a-4cd4-9a62-e4974ab00979, 13
2ef46a65-709b-4566-aadc-0611391311e6, 01829add-1c2a-4cd4-9a62-e4974ab00979, 30
5f673b63-8bb9-4418-a8b5-b15acc29017c, 01829add-1c2a-4cd4-9a62-e4974ab00979, 9
83dab227-1d09-412e-9b89-4ae5dcb585f1, 01829add-1c2a-4cd4-9a62-e4974ab00979, 33
6ff04762-d3f3-45da-a746-012b902ede79, 01829add-1c2a-4cd4-9a62-e4974ab00979, 65
384853df-1433-47f6-9a3b-83bda78411ec, 01829add-1c2a-4cd4-9a62-e4974ab00979, 51
4837395f-197e-40ec-b982-6c69c512236d, db9618af-7217-4f4b-8c88-3f69e6b2983a, 31
d18077c4-1be7-4ec8-babe-8e594114db06, db9618af-7217-4f4b-8c88-3f69e6b2983a, 12
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, db9618af-7217-4f4b-8c88-3f69e6b2983a, 31
2ef46a65-709b-4566-aadc-0611391311e6, db9618af-7217-4f4b-8c88-3f69e6b2983a, 0
5f673b63-8bb9-4418-a8b5-b15acc29017c, db9618af-7217-4f4b-8c88-3f69e6b2983a, 21
83dab227-1d09-412e-9b89-4ae5dcb585f1, db9618af-7217-4f4b-8c88-3f69e6b2983a, 87
6ff04762-d3f3-45da-a746-012b902ede79, db9618af-7217-4f4b-8c88-3f69e6b2983a, 28
384853df-1433-47f6-9a3b-83bda78411ec, db9618af-7217-4f4b-8c88-3f69e6b2983a, 67
4837395f-197e-40ec-b982-6c69c512236d, 3d5ffa83-6f2e-4897-b146-54fda2b7b76c, 68
d18077c4-1be7-4ec8-babe-8e594114db06, 3d5ffa83-6f2e-4897-b146-54fda2b7b76c, 93
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, 3d5ffa83-6f2e-4897-b146-54fda2b7b76c, 80
2ef46a65-709b-4566-aadc-0611391311e6, 3d5ffa83-6f2e-4897-b146-54fda2b7b76c, 83
5f673b63-8bb9-4418-a8b5-b15acc29017c, 3d5ffa83-6f2e-4897-b146-54fda2b7b76c, 48
83dab227-1d09-412e-9b89-4ae5dcb585f1, 3d5ffa83-6f2e-4897-b146-54fda2b7b76c, 93
6ff04762-d3f3-45da-a746-012b902ede79, 3d5ffa83-6f2e-4897-b146-54fda2b7b76c, 59
384853df-1433-47f6-9a3b-83bda78411ec, 3d5ffa83-6f2e-4897-b146-54fda2b7b76c, 40
f9861894-7e3a-4368-a8d2-3fb8a0d82926, 9767e647-ea5f-4185-a812-4e9a2ea5f260, 5
f4a1c274-287d-4bd5-ac6a-af7a49d40ed2, 9767e647-ea5f-4185-a812-4e9a2ea5f260, 89
56c3d175-e2cd-4805-b5cb-13af5dd6215f, 9767e647-ea5f-4185-a812-4e9a2ea5f260, 8
446c7636-1d11-4100-8e93-a487524c9d88, 9767e647-ea5f-4185-a812-4e9a2ea5f260, 36
8f48492e-3b41-47f0-a3ef-bf0364b7614d, 9767e647-ea5f-4185-a812-4e9a2ea5f260, 41
f66df16e-1754-4c82-a0a1-3677f073bb0e, 9767e647-ea5f-4185-a812-4e9a2ea5f260, 36
d2a2c16a-e6f4-4097-83f4-d891e468256a, 9767e647-ea5f-4185-a812-4e9a2ea5f260, 34
4f830cae-91ee-48f4-856b-13543e54cce9, 9767e647-ea5f-4185-a812-4e9a2ea5f260, 3
4837395f-197e-40ec-b982-6c69c512236d, eb8a0260-51df-4d1e-be64-b66c514c08e9, 51
d18077c4-1be7-4ec8-babe-8e594114db06, eb8a0260-51df-4d1e-be64-b66c514c08e9, 7
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, eb8a0260-51df-4d1e-be64-b66c514c08e9, 29
2ef46a65-709b-4566-aadc-0611391311e6, eb8a0260-51df-4d1e-be64-b66c514c08e9, 10
5f673b63-8bb9-4418-a8b5-b15acc29017c, eb8a0260-51df-4d1e-be64-b66c514c08e9, 51
83dab227-1d09-412e-9b89-4ae5dcb585f1, eb8a0260-51df-4d1e-be64-b66c514c08e9, 89
6ff04762-d3f3-45da-a746-012b902ede79, eb8a0260-51df-4d1e-be64-b66c514c08e9, 67
384853df-1433-47f6-9a3b-83bda78411ec, eb8a0260-51df-4d1e-be64-b66c514c08e9, 66
4837395f-197e-40ec-b982-6c69c512236d, 952fef3d-19e9-4d26-8b92-29d103d0457f, 24
d18077c4-1be7-4ec8-babe-8e594114db06, 952fef3d-19e9-4d26-8b92-29d103d0457f, 69
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, 952fef3d-19e9-4d26-8b92-29d103d0457f, 60
2ef46a65-709b-4566-aadc-0611391311e6, 952fef3d-19e9-4d26-8b92-29d103d0457f, 42
5f673b63-8bb9-4418-a8b5-b15acc29017c, 952fef3d-19e9-4d26-8b92-29d103d0457f, 22
83dab227-1d09-412e-9b89-4ae5dcb585f1, 952fef3d-19e9-4d26-8b92-29d103d0457f, 99
6ff04762-d3f3-45da-a746-012b902ede79, 952fef3d-19e9-4d26-8b92-29d103d0457f, 24
384853df-1433-47f6-9a3b-83bda78411ec, 952fef3d-19e9-4d26-8b92-29d103d0457f, 24
4837395f-197e-40ec-b982-6c69c512236d, 3fa7d749-ac3a-446a-9c37-888ecc812013, 13
d18077c4-1be7-4ec8-babe-8e594114db06, 3fa7d749-ac3a-446a-9c37-888ecc812013, 58
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, 3fa7d749-ac3a-446a-9c37-888ecc812013, 54
2ef46a65-709b-4566-aadc-0611391311e6, 3fa7d749-ac3a-446a-9c37-888ecc812013, 24
5f673b63-8bb9-4418-a8b5-b15acc29017c, 3fa7d749-ac3a-446a-9c37-888ecc812013, 1
83dab227-1d09-412e-9b89-4ae5dcb585f1, 3fa7d749-ac3a-446a-9c37-888ecc812013, 40
6ff04762-d3f3-45da-a746-012b902ede79, 3fa7d749-ac3a-446a-9c37-888ecc812013, 74
384853df-1433-47f6-9a3b-83bda78411ec, 3fa7d749-ac3a-446a-9c37-888ecc812013, 15
4837395f-197e-40ec-b982-6c69c512236d, d79fdfdd-1852-4558-9403-46c79ee5ebe0, 22
d18077c4-1be7-4ec8-babe-8e594114db06, d79fdfdd-1852-4558-9403-46c79ee5ebe0, 74
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, d79fdfdd-1852-4558-9403-46c79ee5ebe0, 24
2ef46a65-709b-4566-aadc-0611391311e6, d79fdfdd-1852-4558-9403-46c79ee5ebe0, 20
5f673b63-8bb9-4418-a8b5-b15acc29017c, d79fdfdd-1852-4558-9403-46c79ee5ebe0, 25
83dab227-1d09-412e-9b89-4ae5dcb585f1, d79fdfdd-1852-4558-9403-46c79ee5ebe0, 28
6ff04762-d3f3-45da-a746-012b902ede79, d79fdfdd-1852-4558-9403-46c79ee5ebe0, 10
384853df-1433-47f6-9a3b-83bda78411ec, d79fdfdd-1852-4558-9403-46c79ee5ebe0, 95
f9861894-7e3a-4368-a8d2-3fb8a0d82926, 8080d167-1022-4d17-a542-330db4dab84d, 78
f4a1c274-287d-4bd5-ac6a-af7a49d40ed2, 8080d167-1022-4d17-a542-330db4dab84d, 28
56c3d175-e2cd-4805-b5cb-13af5dd6215f, 8080d167-1022-4d17-a542-330db4dab84d, 50
446c7636-1d11-4100-8e93-a487524c9d88, 8080d167-1022-4d17-a542-330db4dab84d, 14
8f48492e-3b41-47f0-a3ef-bf0364b7614d, 8080d167-1022-4d17-a542-330db4dab84d, 58
f66df16e-1754-4c82-a0a1-3677f073bb0e, 8080d167-1022-4d17-a542-330db4dab84d, 17
d2a2c16a-e6f4-4097-83f4-d891e468256a, 8080d167-1022-4d17-a542-330db4dab84d, 15
4f830cae-91ee-48f4-856b-13543e54cce9, 8080d167-1022-4d17-a542-330db4dab84d, 80
f9861894-7e3a-4368-a8d2-3fb8a0d82926, f6f8e864-4658-4d73-b8a5-ab2b702f4f54, 26
f4a1c274-287d-4bd5-ac6a-af7a49d40ed2, f6f8e864-4658-4d73-b8a5-ab2b702f4f54, 14
56c3d175-e2cd-4805-b5cb-13af5dd6215f, f6f8e864-4658-4d73-b8a5-ab2b702f4f54, 59
446c7636-1d11-4100-8e93-a487524c9d88, f6f8e864-4658-4d73-b8a5-ab2b702f4f54, 79
8f48492e-3b41-47f0-a3ef-bf0364b7614d, f6f8e864-4658-4d73-b8a5-ab2b702f4f54, 33
f66df16e-1754-4c82-a0a1-3677f073bb0e, f6f8e864-4658-4d73-b8a5-ab2b702f4f54, 16
d2a2c16a-e6f4-4097-83f4-d891e468256a, f6f8e864-4658-4d73-b8a5-ab2b702f4f54, 17
4f830cae-91ee-48f4-856b-13543e54cce9, f6f8e864-4658-4d73-b8a5-ab2b702f4f54, 7
f9861894-7e3a-4368-a8d2-3fb8a0d82926, 0c6e1ad0-b36c-489b-8e7a-db88fea4af9d, 64
f4a1c274-287d-4bd5-ac6a-af7a49d40ed2, 0c6e1ad0-b36c-489b-8e7a-db88fea4af9d, 85
56c3d175-e2cd-4805-b5cb-13af5dd6215f, 0c6e1ad0-b36c-489b-8e7a-db88fea4af9d, 23
446c7636-1d11-4100-8e93-a487524c9d88, 0c6e1ad0-b36c-489b-8e7a-db88fea4af9d, 84
8f48492e-3b41-47f0-a3ef-bf0364b7614d, 0c6e1ad0-b36c-489b-8e7a-db88fea4af9d, 82
f66df16e-1754-4c82-a0a1-3677f073bb0e, 0c6e1ad0-b36c-489b-8e7a-db88fea4af9d, 9
d2a2c16a-e6f4-4097-83f4-d891e468256a, 0c6e1ad0-b36c-489b-8e7a-db88fea4af9d, 1
4f830cae-91ee-48f4-856b-13543e54cce9, 0c6e1ad0-b36c-489b-8e7a-db88fea4af9d, 11
4837395f-197e-40ec-b982-6c69c512236d, 481964e5-c47a-46c9-a29f-fa31aae4e8af, 33
d18077c4-1be7-4ec8-babe-8e594114db06, 481964e5-c47a-46c9-a29f-fa31aae4e8af, 13
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, 481964e5-c47a-46c9-a29f-fa31aae4e8af, 89
2ef46a65-709b-4566-aadc-0611391311e6, 481964e5-c47a-46c9-a29f-fa31aae4e8af, 77
5f673b63-8bb9-4418-a8b5-b15acc29017c, 481964e5-c47a-46c9-a29f-fa31aae4e8af, 64
83dab227-1d09-412e-9b89-4ae5dcb585f1, 481964e5-c47a-46c9-a29f-fa31aae4e8af, 46
6ff04762-d3f3-45da-a746-012b902ede79, 481964e5-c47a-46c9-a29f-fa31aae4e8af, 41
384853df-1433-47f6-9a3b-83bda78411ec, 481964e5-c47a-46c9-a29f-fa31aae4e8af, 96
f9861894-7e3a-4368-a8d2-3fb8a0d82926, f2dbb8ef-c3fe-41c1-90e1-ae898c04823b, 59
f4a1c274-287d-4bd5-ac6a-af7a49d40ed2, f2dbb8ef-c3fe-41c1-90e1-ae898c04823b, 65
56c3d175-e2cd-4805-b5cb-13af5dd6215f, f2dbb8ef-c3fe-41c1-90e1-ae898c04823b, 64
446c7636-1d11-4100-8e93-a487524c9d88, f2dbb8ef-c3fe-41c1-90e1-ae898c04823b, 94
8f48492e-3b41-47f0-a3ef-bf0364b7614d, f2dbb8ef-c3fe-41c1-90e1-ae898c04823b, 48
f66df16e-1754-4c82-a0a1-3677f073bb0e, f2dbb8ef-c3fe-41c1-90e1-ae898c04823b, 10
d2a2c16a-e6f4-4097-83f4-d891e468256a, f2dbb8ef-c3fe-41c1-90e1-ae898c04823b, 67
4f830cae-91ee-48f4-856b-13543e54cce9, f2dbb8ef-c3fe-41c1-90e1-ae898c04823b, 97
4837395f-197e-40ec-b982-6c69c512236d, 229bd724-b6e8-4e6f-83a9-606e35ea2106, 42
d18077c4-1be7-4ec8-babe-8e594114db06, 229bd724-b6e8-4e6f-83a9-606e35ea2106, 75
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, 229bd724-b6e8-4e6f-83a9-606e35ea2106, 99
2ef46a65-709b-4566-aadc-0611391311e6, 229bd724-b6e8-4e6f-83a9-606e35ea2106, 88
5f673b63-8bb9-4418-a8b5-b15acc29017c, 229bd724-b6e8-4e6f-83a9-606e35ea2106, 81
83dab227-1d09-412e-9b89-4ae5dcb585f1, 229bd724-b6e8-4e6f-83a9-606e35ea2106, 96
6ff04762-d3f3-45da-a746-012b902ede79, 229bd724-b6e8-4e6f-83a9-606e35ea2106, 83
384853df-1433-47f6-9a3b-83bda78411ec, 229bd724-b6e8-4e6f-83a9-606e35ea2106, 5
f9861894-7e3a-4368-a8d2-3fb8a0d82926, 23638e73-20b8-42b1-83e3-973f1da40061, 56
f4a1c274-287d-4bd5-ac6a-af7a49d40ed2, 23638e73-20b8-42b1-83e3-973f1da40061, 16
56c3d175-e2cd-4805-b5cb-13af5dd6215f, 23638e73-20b8-42b1-83e3-973f1da40061, 56
446c7636-1d11-4100-8e93-a487524c9d88, 23638e73-20b8-42b1-83e3-973f1da40061, 40
8f48492e-3b41-47f0-a3ef-bf0364b7614d, 23638e73-20b8-42b1-83e3-973f1da40061, 4
f66df16e-1754-4c82-a0a1-3677f073bb0e, 23638e73-20b8-42b1-83e3-973f1da40061, 26
d2a2c16a-e6f4-4097-83f4-d891e468256a, 23638e73-20b8-42b1-83e3-973f1da40061, 13
4f830cae-91ee-48f4-856b-13543e54cce9, 23638e73-20b8-42b1-83e3-973f1da40061, 68
f9861894-7e3a-4368-a8d2-3fb8a0d82926, ee33cff2-bb72-4114-b327-9b38e0eca779, 27
f4a1c274-287d-4bd5-ac6a-af7a49d40ed2, ee33cff2-bb72-4114-b327-9b38e0eca779, 39
56c3d175-e2cd-4805-b5cb-13af5dd6215f, ee33cff2-bb72-4114-b327-9b38e0eca779, 81
446c7636-1d11-4100-8e93-a487524c9d88, ee33cff2-bb72-4114-b327-9b38e0eca779, 44
8f48492e-3b41-47f0-a3ef-bf0364b7614d, ee33cff2-bb72-4114-b327-9b38e0eca779, 28
f66df16e-1754-4c82-a0a1-3677f073bb0e, ee33cff2-bb72-4114-b327-9b38e0eca779, 38
d2a2c16a-e6f4-4097-83f4-d891e468256a, ee33cff2-bb72-4114-b327-9b38e0eca779, 15
4f830cae-91ee-48f4-856b-13543e54cce9, ee33cff2-bb72-4114-b327-9b38e0eca779, 81
4837395f-197e-40ec-b982-6c69c512236d, 06562807-bc79-43c4-b945-e3ee253e4147, 74
d18077c4-1be7-4ec8-babe-8e594114db06, 06562807-bc79-43c4-b945-e3ee253e4147, 64
1ca19d01-ae95-46bc-a9a1-2b69e6b88053, 06562807-bc79-43c4-b945-e3ee253e4147, 19
2ef46a65-709b-4566-aadc-0611391311e6, 06562807-bc79-43c4-b945-e3ee253e4147, 68
5f673b63-8bb9-4418-a8b5-b15acc29017c, 06562807-bc79-43c4-b945-e3ee253e4147, 53
