Subject, Student, Grade
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, 7b70cdc7-c394-4467-af80-843b94a91a45, 89
d7984354-6c88-4855-af4c-3b9fb5ab5594, 7b70cdc7-c394-4467-af80-843b94a91a45, 89
fd245740-717a-4810-abfa-b2e338d6aacc, 7b70cdc7-c394-4467-af80-843b94a91a45, 71
0e30ce78-5558-4a2c-877a-1491c561b282, 7b70cdc7-c394-4467-af80-843b94a91a45, 45
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, 7b70cdc7-c394-4467-af80-843b94a91a45, 67
535ddbc7-1f52-49cf-b691-9978682a990c, 7b70cdc7-c394-4467-af80-843b94a91a45, 62
57e22320-837b-4345-81ec-3387ace7afb3, 43568cae-d473-4749-adfb-4c7f9c6e69e8, 17
a375c99c-c33a-4c68-be93-126d562ee31c, 43568cae-d473-4749-adfb-4c7f9c6e69e8, 94
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, 43568cae-d473-4749-adfb-4c7f9c6e69e8, 27
d7984354-6c88-4855-af4c-3b9fb5ab5594, 43568cae-d473-4749-adfb-4c7f9c6e69e8, 76
fd245740-717a-4810-abfa-b2e338d6aacc, 43568cae-d473-4749-adfb-4c7f9c6e69e8, 88
0e30ce78-5558-4a2c-877a-1491c561b282, 43568cae-d473-4749-adfb-4c7f9c6e69e8, 38
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, 43568cae-d473-4749-adfb-4c7f9c6e69e8, 17
535ddbc7-1f52-49cf-b691-9978682a990c, 43568cae-d473-4749-adfb-4c7f9c6e69e8, 41
23709580-a699-4773-9c04-e17c08b04d76, a203cdf5-4b49-47d5-98fa-dfddf2ef9b46, 27
b8688d6c-a0bc-4adc-b9a1-019e02878f6a, a203cdf5-4b49-47d5-98fa-dfddf2ef9b46, 30
ca335bbd-f791-49b0-a9be-b9965904939e, a203cdf5-4b49-47d5-98fa-dfddf2ef9b46, 42
16d539dc-319b-4a6d-8f3a-9a5b1b0bc238, a203cdf5-4b49-47d5-98fa-dfddf2ef9b46, 88
a93351b5-f155-4e59-b732-ec81956ee3ef, a203cdf5-4b49-47d5-98fa-dfddf2ef9b46, 17
d6d494d7-394e-4488-8bf2-1b0c30ca833e, a203cdf5-4b49-47d5-98fa-dfddf2ef9b46, 5
d96a5f45-754c-4236-8a84-4866860a0893, a203cdf5-4b49-47d5-98fa-dfddf2ef9b46, 21
591268da-16ea-4856-95c9-72160d43d39a, a203cdf5-4b49-47d5-98fa-dfddf2ef9b46, 88
57e22320-837b-4345-81ec-3387ace7afb3, aca53e39-13a3-43ca-8810-b49604410183, 0
a375c99c-c33a-4c68-be93-126d562ee31c, aca53e39-13a3-43ca-8810-b49604410183, 58
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, aca53e39-13a3-43ca-8810-b49604410183, 5
d7984354-6c88-4855-af4c-3b9fb5ab5594, aca53e39-13a3-43ca-8810-b49604410183, 58
fd245740-717a-4810-abfa-b2e338d6aacc, aca53e39-13a3-43ca-8810-b49604410183, 59
0e30ce78-5558-4a2c-877a-1491c561b282, aca53e39-13a3-43ca-8810-b49604410183, 71
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, aca53e39-13a3-43ca-8810-b49604410183, 31
535ddbc7-1f52-49cf-b691-9978682a990c, aca53e39-13a3-43ca-8810-b49604410183, 88
57e22320-837b-4345-81ec-3387ace7afb3, 1a42ce66-66ba-47f2-8aef-e844e3ffd395, 25
a375c99c-c33a-4c68-be93-126d562ee31c, 1a42ce66-66ba-47f2-8aef-e844e3ffd395, 61
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, 1a42ce66-66ba-47f2-8aef-e844e3ffd395, 93
d7984354-6c88-4855-af4c-3b9fb5ab5594, 1a42ce66-66ba-47f2-8aef-e844e3ffd395, 47
fd245740-717a-4810-abfa-b2e338d6aacc, 1a42ce66-66ba-47f2-8aef-e844e3ffd395, 90
0e30ce78-5558-4a2c-877a-1491c561b282, 1a42ce66-66ba-47f2-8aef-e844e3ffd395, 74
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, 1a42ce66-66ba-47f2-8aef-e844e3ffd395, 69
535ddbc7-1f52-49cf-b691-9978682a990c, 1a42ce66-66ba-47f2-8aef-e844e3ffd395, 35
23709580-a699-4773-9c04-e17c08b04d76, 7cdd7b64-d63b-4b08-9a50-5e74feede11f, 55
b8688d6c-a0bc-4adc-b9a1-019e02878f6a, 7cdd7b64-d63b-4b08-9a50-5e74feede11f, 37
ca335bbd-f791-49b0-a9be-b9965904939e, 7cdd7b64-d63b-4b08-9a50-5e74feede11f, 84
16d539dc-319b-4a6d-8f3a-9a5b1b0bc238, 7cdd7b64-d63b-4b08-9a50-5e74feede11f, 66
a93351b5-f155-4e59-b732-ec81956ee3ef, 7cdd7b64-d63b-4b08-9a50-5e74feede11f, 78
d6d494d7-394e-4488-8bf2-1b0c30ca833e, 7cdd7b64-d63b-4b08-9a50-5e74feede11f, 11
d96a5f45-754c-4236-8a84-4866860a0893, 7cdd7b64-d63b-4b08-9a50-5e74feede11f, 25
591268da-16ea-4856-95c9-72160d43d39a, 7cdd7b64-d63b-4b08-9a50-5e74feede11f, 15
23709580-a699-4773-9c04-e17c08b04d76, 9d9a359a-69cb-4954-a287-21815cd10049, 21
b8688d6c-a0bc-4adc-b9a1-019e02878f6a, 9d9a359a-69cb-4954-a287-21815cd10049, 84
ca335bbd-f791-49b0-a9be-b9965904939e, 9d9a359a-69cb-4954-a287-21815cd10049, 9
16d539dc-319b-4a6d-8f3a-9a5b1b0bc238, 9d9a359a-69cb-4954-a287-21815cd10049, 55
a93351b5-f155-4e59-b732-ec81956ee3ef, 9d9a359a-69cb-4954-a287-21815cd10049, 12
d6d494d7-394e-4488-8bf2-1b0c30ca833e, 9d9a359a-69cb-4954-a287-21815cd10049, 20
d96a5f45-754c-4236-8a84-4866860a0893, 9d9a359a-69cb-4954-a287-21815cd10049, 92
591268da-16ea-4856-95c9-72160d43d39a, 9d9a359a-69cb-4954-a287-21815cd10049, 56
57e22320-837b-4345-81ec-3387ace7afb3, d7c73846-c82d-4a5f-bffb-94b37f89f9d7, 80
a375c99c-c33a-4c68-be93-126d562ee31c, d7c73846-c82d-4a5f-bffb-94b37f89f9d7, 1
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, d7c73846-c82d-4a5f-bffb-94b37f89f9d7, 88
d7984354-6c88-4855-af4c-3b9fb5ab5594, d7c73846-c82d-4a5f-bffb-94b37f89f9d7, 13
fd245740-717a-4810-abfa-b2e338d6aacc, d7c73846-c82d-4a5f-bffb-94b37f89f9d7, 39
0e30ce78-5558-4a2c-877a-1491c561b282, d7c73846-c82d-4a5f-bffb-94b37f89f9d7, 9
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, d7c73846-c82d-4a5f-bffb-94b37f89f9d7, 2
535ddbc7-1f52-49cf-b691-9978682a990c, d7c73846-c82d-4a5f-bffb-94b37f89f9d7, 46
57e22320-837b-4345-81ec-3387ace7afb3, ad0ad097-0d3d-401c-b162-16ccc4201db9, 62
a375c99c-c33a-4c68-be93-126d562ee31c, ad0ad097-0d3d-401c-b162-16ccc4201db9, 39
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, ad0ad097-0d3d-401c-b162-16ccc4201db9, 50
d7984354-6c88-4855-af4c-3b9fb5ab5594, ad0ad097-0d3d-401c-b162-16ccc4201db9, 27
fd245740-717a-4810-abfa-b2e338d6aacc, ad0ad097-0d3d-401c-b162-16ccc4201db9, 46
0e30ce78-5558-4a2c-877a-1491c561b282, ad0ad097-0d3d-401c-b162-16ccc4201db9, 71
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, ad0ad097-0d3d-401c-b162-16ccc4201db9, 51
535ddbc7-1f52-49cf-b691-9978682a990c, ad0ad097-0d3d-401c-b162-16ccc4201db9, 53
23709580-a699-4773-9c04-e17c08b04d76, aae2a9d1-d802-4e34-99ed-7de190998a90, 61
b8688d6c-a0bc-4adc-b9a1-019e02878f6a, aae2a9d1-d802-4e34-99ed-7de190998a90, 7
ca335bbd-f791-49b0-a9be-b9965904939e, aae2a9d1-d802-4e34-99ed-7de190998a90, 33
16d539dc-319b-4a6d-8f3a-9a5b1b0bc238, aae2a9d1-d802-4e34-99ed-7de190998a90, 80
a93351b5-f155-4e59-b732-ec81956ee3ef, aae2a9d1-d802-4e34-99ed-7de190998a90, 22
d6d494d7-394e-4488-8bf2-1b0c30ca833e, aae2a9d1-d802-4e34-99ed-7de190998a90, 55
d96a5f45-754c-4236-8a84-4866860a0893, aae2a9d1-d802-4e34-99ed-7de190998a90, 10
591268da-16ea-4856-95c9-72160d43d39a, aae2a9d1-d802-4e34-99ed-7de190998a90, 90
23709580-a699-4773-9c04-e17c08b04d76, 93a7b998-5f55-4ac5-b14b-72b05b8fae1e, 32
b8688d6c-a0bc-4adc-b9a1-019e02878f6a, 93a7b998-5f55-4ac5-b14b-72b05b8fae1e, 91
ca335bbd-f791-49b0-a9be-b9965904939e, 93a7b998-5f55-4ac5-b14b-72b05b8fae1e, 37
16d539dc-319b-4a6d-8f3a-9a5b1b0bc238, 93a7b998-5f55-4ac5-b14b-72b05b8fae1e, 76
a93351b5-f155-4e59-b732-ec81956ee3ef, 93a7b998-5f55-4ac5-b14b-72b05b8fae1e, 61
d6d494d7-394e-4488-8bf2-1b0c30ca833e, 93a7b998-5f55-4ac5-b14b-72b05b8fae1e, 77
d96a5f45-754c-4236-8a84-4866860a0893, 93a7b998-5f55-4ac5-b14b-72b05b8fae1e, 76
591268da-16ea-4856-95c9-72160d43d39a, 93a7b998-5f55-4ac5-b14b-72b05b8fae1e, 5
57e22320-837b-4345-81ec-3387ace7afb3, a2b83c69-016a-458c-948f-0cc2f192c12d, 69
a375c99c-c33a-4c68-be93-126d562ee31c, a2b83c69-016a-458c-948f-0cc2f192c12d, 36
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, a2b83c69-016a-458c-948f-0cc2f192c12d, 68
d7984354-6c88-4855-af4c-3b9fb5ab5594, a2b83c69-016a-458c-948f-0cc2f192c12d, 89
fd245740-717a-4810-abfa-b2e338d6aacc, a2b83c69-016a-458c-948f-0cc2f192c12d, 87
0e30ce78-5558-4a2c-877a-1491c561b282, a2b83c69-016a-458c-948f-0cc2f192c12d, 56
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, a2b83c69-016a-458c-948f-0cc2f192c12d, 96
535ddbc7-1f52-49cf-b691-9978682a990c, a2b83c69-016a-458c-948f-0cc2f192c12d, 46
23709580-a699-4773-9c04-e17c08b04d76, 4b47f342-5c89-40c8-a42b-1934ff1ed6ec, 34
b8688d6c-a0bc-4adc-b9a1-019e02878f6a, 4b47f342-5c89-40c8-a42b-1934ff1ed6ec, 37
ca335bbd-f791-49b0-a9be-b9965904939e, 4b47f342-5c89-40c8-a42b-1934ff1ed6ec, 4
16d539dc-319b-4a6d-8f3a-9a5b1b0bc238, 4b47f342-5c89-40c8-a42b-1934ff1ed6ec, 39
a93351b5-f155-4e59-b732-ec81956ee3ef, 4b47f342-5c89-40c8-a42b-1934ff1ed6ec, 61
d6d494d7-394e-4488-8bf2-1b0c30ca833e, 4b47f342-5c89-40c8-a42b-1934ff1ed6ec, 99
d96a5f45-754c-4236-8a84-4866860a0893, 4b47f342-5c89-40c8-a42b-1934ff1ed6ec, 70
591268da-16ea-4856-95c9-72160d43d39a, 4b47f342-5c89-40c8-a42b-1934ff1ed6ec, 51
57e22320-837b-4345-81ec-3387ace7afb3, b8a416ec-5a4c-4510-b6fb-a4f4edd714a0, 32
a375c99c-c33a-4c68-be93-126d562ee31c, b8a416ec-5a4c-4510-b6fb-a4f4edd714a0, 57
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, b8a416ec-5a4c-4510-b6fb-a4f4edd714a0, 94
d7984354-6c88-4855-af4c-3b9fb5ab5594, b8a416ec-5a4c-4510-b6fb-a4f4edd714a0, 5
fd245740-717a-4810-abfa-b2e338d6aacc, b8a416ec-5a4c-4510-b6fb-a4f4edd714a0, 87
0e30ce78-5558-4a2c-877a-1491c561b282, b8a416ec-5a4c-4510-b6fb-a4f4edd714a0, 12
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, b8a416ec-5a4c-4510-b6fb-a4f4edd714a0, 33
535ddbc7-1f52-49cf-b691-9978682a990c, b8a416ec-5a4c-4510-b6fb-a4f4edd714a0, 24
23709580-a699-4773-9c04-e17c08b04d76, 9de7ca0e-d199-41bd-88ef-d652b5dbcc7e, 92
b8688d6c-a0bc-4adc-b9a1-019e02878f6a, 9de7ca0e-d199-41bd-88ef-d652b5dbcc7e, 98
ca335bbd-f791-49b0-a9be-b9965904939e, 9de7ca0e-d199-41bd-88ef-d652b5dbcc7e, 82
16d539dc-319b-4a6d-8f3a-9a5b1b0bc238, 9de7ca0e-d199-41bd-88ef-d652b5dbcc7e, 49
a93351b5-f155-4e59-b732-ec81956ee3ef, 9de7ca0e-d199-41bd-88ef-d652b5dbcc7e, 72
d6d494d7-394e-4488-8bf2-1b0c30ca833e, 9de7ca0e-d199-41bd-88ef-d652b5dbcc7e, 27
d96a5f45-754c-4236-8a84-4866860a0893, 9de7ca0e-d199-41bd-88ef-d652b5dbcc7e, 85
591268da-16ea-4856-95c9-72160d43d39a, 9de7ca0e-d199-41bd-88ef-d652b5dbcc7e, 86
57e22320-837b-4345-81ec-3387ace7afb3, 0ae56501-3c76-4bb7-a3c7-03fb184e93ff, 63
a375c99c-c33a-4c68-be93-126d562ee31c, 0ae56501-3c76-4bb7-a3c7-03fb184e93ff, 45
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, 0ae56501-3c76-4bb7-a3c7-03fb184e93ff, 59
d7984354-6c88-4855-af4c-3b9fb5ab5594, 0ae56501-3c76-4bb7-a3c7-03fb184e93ff, 9
fd245740-717a-4810-abfa-b2e338d6aacc, 0ae56501-3c76-4bb7-a3c7-03fb184e93ff, 2
0e30ce78-5558-4a2c-877a-1491c561b282, 0ae56501-3c76-4bb7-a3c7-03fb184e93ff, 63
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, 0ae56501-3c76-4bb7-a3c7-03fb184e93ff, 67
535ddbc7-1f52-49cf-b691-9978682a990c, 0ae56501-3c76-4bb7-a3c7-03fb184e93ff, 5
57e22320-837b-4345-81ec-3387ace7afb3, ef887280-71de-4fd6-b85d-9f708fd639d1, 11
a375c99c-c33a-4c68-be93-126d562ee31c, ef887280-71de-4fd6-b85d-9f708fd639d1, 87
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, ef887280-71de-4fd6-b85d-9f708fd639d1, 46
d7984354-6c88-4855-af4c-3b9fb5ab5594, ef887280-71de-4fd6-b85d-9f708fd639d1, 85
fd245740-717a-4810-abfa-b2e338d6aacc, ef887280-71de-4fd6-b85d-9f708fd639d1, 51
0e30ce78-5558-4a2c-877a-1491c561b282, ef887280-71de-4fd6-b85d-9f708fd639d1, 71
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, ef887280-71de-4fd6-b85d-9f708fd639d1, 29
535ddbc7-1f52-49cf-b691-9978682a990c, ef887280-71de-4fd6-b85d-9f708fd639d1, 33
57e22320-837b-4345-81ec-3387ace7afb3, 3ce8eba5-6da2-4d04-ae2e-57d3bf077bd0, 20
a375c99c-c33a-4c68-be93-126d562ee31c, 3ce8eba5-6da2-4d04-ae2e-57d3bf077bd0, 86
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, 3ce8eba5-6da2-4d04-ae2e-57d3bf077bd0, 43
d7984354-6c88-4855-af4c-3b9fb5ab5594, 3ce8eba5-6da2-4d04-ae2e-57d3bf077bd0, 4
fd245740-717a-4810-abfa-b2e338d6aacc, 3ce8eba5-6da2-4d04-ae2e-57d3bf077bd0, 83
0e30ce78-5558-4a2c-877a-1491c561b282, 3ce8eba5-6da2-4d04-ae2e-57d3bf077bd0, 71
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, 3ce8eba5-6da2-4d04-ae2e-57d3bf077bd0, 18
535ddbc7-1f52-49cf-b691-9978682a990c, 3ce8eba5-6da2-4d04-ae2e-57d3bf077bd0, 56
57e22320-837b-4345-81ec-3387ace7afb3, b77eae1c-9726-4f86-a79d-f7376cdebcfc, 3
a375c99c-c33a-4c68-be93-126d562ee31c, b77eae1c-9726-4f86-a79d-f7376cdebcfc, 43
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, b77eae1c-9726-4f86-a79d-f7376cdebcfc, 98
d7984354-6c88-4855-af4c-3b9fb5ab5594, b77eae1c-9726-4f86-a79d-f7376cdebcfc, 89
fd245740-717a-4810-abfa-b2e338d6aacc, b77eae1c-9726-4f86-a79d-f7376cdebcfc, 74
0e30ce78-5558-4a2c-877a-1491c561b282, b77eae1c-9726-4f86-a79d-f7376cdebcfc, 47
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, b77eae1c-9726-4f86-a79d-f7376cdebcfc, 74
535ddbc7-1f52-49cf-b691-9978682a990c, b77eae1c-9726-4f86-a79d-f7376cdebcfc, 7
23709580-a699-4773-9c04-e17c08b04d76, dc607ff5-bb0d-4379-8a1a-fcc7ad76bbc1, 52
b8688d6c-a0bc-4adc-b9a1-019e02878f6a, dc607ff5-bb0d-4379-8a1a-fcc7ad76bbc1, 19
ca335bbd-f791-49b0-a9be-b9965904939e, dc607ff5-bb0d-4379-8a1a-fcc7ad76bbc1, 76
16d539dc-319b-4a6d-8f3a-9a5b1b0bc238, dc607ff5-bb0d-4379-8a1a-fcc7ad76bbc1, 16
a93351b5-f155-4e59-b732-ec81956ee3ef, dc607ff5-bb0d-4379-8a1a-fcc7ad76bbc1, 39
d6d494d7-394e-4488-8bf2-1b0c30ca833e, dc607ff5-bb0d-4379-8a1a-fcc7ad76bbc1, 61
d96a5f45-754c-4236-8a84-4866860a0893, dc607ff5-bb0d-4379-8a1a-fcc7ad76bbc1, 48
591268da-16ea-4856-95c9-72160d43d39a, dc607ff5-bb0d-4379-8a1a-fcc7ad76bbc1, 70
57e22320-837b-4345-81ec-3387ace7afb3, ad148203-b98e-401d-9856-f29c7234d2f7, 90
a375c99c-c33a-4c68-be93-126d562ee31c, ad148203-b98e-401d-9856-f29c7234d2f7, 89
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, ad148203-b98e-401d-9856-f29c7234d2f7, 94
d7984354-6c88-4855-af4c-3b9fb5ab5594, ad148203-b98e-401d-9856-f29c7234d2f7, 0
fd245740-717a-4810-abfa-b2e338d6aacc, ad148203-b98e-401d-9856-f29c7234d2f7, 67
0e30ce78-5558-4a2c-877a-1491c561b282, ad148203-b98e-401d-9856-f29c7234d2f7, 48
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, ad148203-b98e-401d-9856-f29c7234d2f7, 74
535ddbc7-1f52-49cf-b691-9978682a990c, ad148203-b98e-401d-9856-f29c7234d2f7, 20
57e22320-837b-4345-81ec-3387ace7afb3, ef8420d9-2978-4db3-8434-bf322cef10c1, 69
a375c99c-c33a-4c68-be93-126d562ee31c, ef8420d9-2978-4db3-8434-bf322cef10c1, 48
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, ef8420d9-2978-4db3-8434-bf322cef10c1, 28
d7984354-6c88-4855-af4c-3b9fb5ab5594, ef8420d9-2978-4db3-8434-bf322cef10c1, 87
fd245740-717a-4810-abfa-b2e338d6aacc, ef8420d9-2978-4db3-8434-bf322cef10c1, 85
0e30ce78-5558-4a2c-877a-1491c561b282, ef8420d9-2978-4db3-8434-bf322cef10c1, 80
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, ef8420d9-2978-4db3-8434-bf322cef10c1, 2
535ddbc7-1f52-49cf-b691-9978682a990c, ef8420d9-2978-4db3-8434-bf322cef10c1, 92
23709580-a699-4773-9c04-e17c08b04d76, fa053e6c-f4c5-4e90-9e3d-ed83b10bccd9, 26
b8688d6c-a0bc-4adc-b9a1-019e02878f6a, fa053e6c-f4c5-4e90-9e3d-ed83b10bccd9, 2
ca335bbd-f791-49b0-a9be-b9965904939e, fa053e6c-f4c5-4e90-9e3d-ed83b10bccd9, 5
16d539dc-319b-4a6d-8f3a-9a5b1b0bc238, fa053e6c-f4c5-4e90-9e3d-ed83b10bccd9, 60
a93351b5-f155-4e59-b732-ec81956ee3ef, fa053e6c-f4c5-4e90-9e3d-ed83b10bccd9, 65
d6d494d7-394e-4488-8bf2-1b0c30ca833e, fa053e6c-f4c5-4e90-9e3d-ed83b10bccd9, 78
d96a5f45-754c-4236-8a84-4866860a0893, fa053e6c-f4c5-4e90-9e3d-ed83b10bccd9, 31
591268da-16ea-4856-95c9-72160d43d39a, fa053e6c-f4c5-4e90-9e3d-ed83b10bccd9, 65
23709580-a699-4773-9c04-e17c08b04d76, 6ca9a5bd-6c9c-49e4-8e40-e3821d489c31, 13
b8688d6c-a0bc-4adc-b9a1-019e02878f6a, 6ca9a5bd-6c9c-49e4-8e40-e3821d489c31, 38
ca335bbd-f791-49b0-a9be-b9965904939e, 6ca9a5bd-6c9c-49e4-8e40-e3821d489c31, 32
16d539dc-319b-4a6d-8f3a-9a5b1b0bc238, 6ca9a5bd-6c9c-49e4-8e40-e3821d489c31, 32
a93351b5-f155-4e59-b732-ec81956ee3ef, 6ca9a5bd-6c9c-49e4-8e40-e3821d489c31, 95
d6d494d7-394e-4488-8bf2-1b0c30ca833e, 6ca9a5bd-6c9c-49e4-8e40-e3821d489c31, 12
d96a5f45-754c-4236-8a84-4866860a0893, 6ca9a5bd-6c9c-49e4-8e40-e3821d489c31, 94
591268da-16ea-4856-95c9-72160d43d39a, 6ca9a5bd-6c9c-49e4-8e40-e3821d489c31, 60
57e22320-837b-4345-81ec-3387ace7afb3, 1be976b8-f66a-415f-8dba-482d8ea2c879, 38
a375c99c-c33a-4c68-be93-126d562ee31c, 1be976b8-f66a-415f-8dba-482d8ea2c879, 73
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, 1be976b8-f66a-415f-8dba-482d8ea2c879, 15
d7984354-6c88-4855-af4c-3b9fb5ab5594, 1be976b8-f66a-415f-8dba-482d8ea2c879, 95
fd245740-717a-4810-abfa-b2e338d6aacc, 1be976b8-f66a-415f-8dba-482d8ea2c879, 78
0e30ce78-5558-4a2c-877a-1491c561b282, 1be976b8-f66a-415f-8dba-482d8ea2c879, 18
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, 1be976b8-f66a-415f-8dba-482d8ea2c879, 90
535ddbc7-1f52-49cf-b691-9978682a990c, 1be976b8-f66a-415f-8dba-482d8ea2c879, 55
57e22320-837b-4345-81ec-3387ace7afb3, 45afe085-6288-4abd-8643-7c2f448d187c, 70
a375c99c-c33a-4c68-be93-126d562ee31c, 45afe085-6288-4abd-8643-7c2f448d187c, 78
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, 45afe085-6288-4abd-8643-7c2f448d187c, 20
d7984354-6c88-4855-af4c-3b9fb5ab5594, 45afe085-6288-4abd-8643-7c2f448d187c, 26
fd245740-717a-4810-abfa-b2e338d6aacc, 45afe085-6288-4abd-8643-7c2f448d187c, 18
0e30ce78-5558-4a2c-877a-1491c561b282, 45afe085-6288-4abd-8643-7c2f448d187c, 88
d092a854-e3b1-4e04-ae9c-2bb40b9e902b, 45afe085-6288-4abd-8643-7c2f448d187c, 22
535ddbc7-1f52-49cf-b691-9978682a990c, 45afe085-6288-4abd-8643-7c2f448d187c, 73
23709580-a699-4773-9c04-e17c08b04d76, f0d53628-3aa7-4a68-8623-6c30a12770d1, 16
b8688d6c-a0bc-4adc-b9a1-019e02878f6a, f0d53628-3aa7-4a68-8623-6c30a12770d1, 85
ca335bbd-f791-49b0-a9be-b9965904939e, f0d53628-3aa7-4a68-8623-6c30a12770d1, 90
16d539dc-319b-4a6d-8f3a-9a5b1b0bc238, f0d53628-3aa7-4a68-8623-6c30a12770d1, 37
a93351b5-f155-4e59-b732-ec81956ee3ef, f0d53628-3aa7-4a68-8623-6c30a12770d1, 55
d6d494d7-394e-4488-8bf2-1b0c30ca833e, f0d53628-3aa7-4a68-8623-6c30a12770d1, 88
d96a5f45-754c-4236-8a84-4866860a0893, f0d53628-3aa7-4a68-8623-6c30a12770d1, 5
591268da-16ea-4856-95c9-72160d43d39a, f0d53628-3aa7-4a68-8623-6c30a12770d1, 11
57e22320-837b-4345-81ec-3387ace7afb3, 5abed99c-899c-4acb-ba88-b0f9432b4384, 57
a375c99c-c33a-4c68-be93-126d562ee31c, 5abed99c-899c-4acb-ba88-b0f9432b4384, 28
ac0e2a2f-42f9-4e50-9f95-eec9866413d8, 5abed99c-899c-4acb-ba88-b0f9432b4384, 88
d7984354-6c88-4855-af4c-3b9fb5ab5594, 5abed99c-899c-4acb-ba88-b0f9432b4384, 28
