ID, Name, DOB, Gender, Class
12aeeb6a-d9ec-4a18-bcf8-554603450716, Bui Hoang Thang, 4/4/2004, Male, 5d57c44b-23c8-4c59-9372-d08283c254a8
c0c38ece-93fa-4c83-94e5-42e8982d80f9, Dinh Van Thanh, 8/27/2005, Female, 751c74e0-fae1-40b4-9e0d-08f3130513c6
710aa16c-b22f-4fec-a00a-f5a8937b860c, Ngo Ngoc Thanh, 8/2/2004, Male, d382319c-8e91-4493-9a45-974669fd15e1
9cc09bb0-ab00-414a-bc83-ed130df0b8d9, Dinh Trung Bao, 7/17/2004, Female, 74f54416-691b-4a46-875b-904635625c32
cb247224-d738-4491-bf9c-1b22c849754a, Ngo Hoang Bao, 7/31/2003, Male, c56e398d-d913-4a4c-af68-7ed5a7b4d57e
2ddd0b71-46c5-41fc-ba47-ca8a75cf4631, Ly Trung Bao, 1/22/2003, Male, 622a0d88-1ac9-4263-94d1-842a56110e06
e952c7aa-9e9c-41a7-ad67-c4f1956cf637, Tran Thao Anh, 2/23/2004, Male, 94bfc880-9168-4e9d-ae2b-39e8f21e1477
8c4cc34f-3eaa-424e-a409-8a7d1c75b7bb, Le Ngoc Hiep, 3/21/2005, Male, f47440f7-cb90-4776-9ac7-74e361e2abcc
2086178f-2b0c-4493-9a0a-98dfe9734a2a, Tran Thanh Huy, 2/19/2003, Female, c56e398d-d913-4a4c-af68-7ed5a7b4d57e
8ddca8e6-97be-4122-ae4c-6b2e02b982f3, Dinh Thanh Thang, 7/22/2003, Male, 751c74e0-fae1-40b4-9e0d-08f3130513c6
e7d18ce9-a074-4a7d-8685-b1accdf01a79, Ly Ngoc Thang, 5/28/2004, Male, f6c2e9f4-eefb-48bb-8190-4d05629f3820
20d9729b-4535-4d25-b7e4-2a5204fa81c8, Le Thao Anh, 7/21/2004, Female, 622a0d88-1ac9-4263-94d1-842a56110e06
0bf5a43b-902a-46ff-b764-b96c3ea6773c, Dinh Thao Bao, 11/20/2004, Female, 204b8183-4e87-44ff-bc00-3f0ef592c3fe
9e16b5d9-8c45-4b3e-b569-9cfe6027003a, Ly Trung Thanh, 2/21/2004, Male, f47440f7-cb90-4776-9ac7-74e361e2abcc
fa6c1425-dc7f-4553-9bd1-cafcb4227db5, Bui Van Anh, 11/17/2004, Male, 3439103a-7bff-4891-90b9-88cf989e0542
5e5005a0-a20c-4d75-b127-1b2cb181ca73, Ly Thanh Thang, 4/14/2004, Female, 204b8183-4e87-44ff-bc00-3f0ef592c3fe
be8bbf11-72f5-4cfe-9fbe-66fe8c7d0ef3, Bui Trung Anh, 12/24/2004, Male, 622a0d88-1ac9-4263-94d1-842a56110e06
3e95442b-04e1-4847-9165-58b99c64bc53, Ngo Thanh Anh, 6/9/2003, Male, 751c74e0-fae1-40b4-9e0d-08f3130513c6
36033e1d-c905-4920-b51d-5312ccb19128, Ngo Ngoc Hiep, 12/16/2004, Male, 3439103a-7bff-4891-90b9-88cf989e0542
08e97eb3-63fc-49e8-854d-ea4d74d6cdde, Le Quang Hiep, 2/15/2004, Female, 9f610ad8-0b17-409d-b70a-ad94d395c22b
6d67629b-da62-4c7e-8a67-b0593ee76def, Bui Van Khoa, 5/15/2003, Male, f6c2e9f4-eefb-48bb-8190-4d05629f3820
85a316b6-9856-4d63-af07-248db6a5cfe5, Ly Trung Khoa, 8/3/2005, Male, f43e1efd-6d17-4fa6-ae0f-4a1cc4a15f21
8990ab22-fbf6-460d-8748-1de0f1014d6d, Dinh Quang Thang, 9/21/2005, Female, 622a0d88-1ac9-4263-94d1-842a56110e06
8f90571f-9984-4ae5-a498-972e0f20cc02, Dinh Van Huy, 12/7/2005, Female, eaf74cac-4dce-4e60-a521-dcc75f319151
a99bc0b8-1826-47d2-bb37-d9deb6da76cf, Tran Hoang Hiep, 12/15/2003, Female, f6c2e9f4-eefb-48bb-8190-4d05629f3820
9c2e2b0e-a059-470f-9626-ba12fd6877b2, Bui Hoang Thang, 7/21/2004, Male, 94bfc880-9168-4e9d-ae2b-39e8f21e1477
9674a7b3-46f8-4173-b223-5da3a9200cca, Ly Thanh Huy, 9/8/2004, Male, 74f54416-691b-4a46-875b-904635625c32
e455fc56-d98f-41e3-91f7-27dc5336ea56, Nguyen Quang Hiep, 12/21/2005, Male, 3439103a-7bff-4891-90b9-88cf989e0542
788a84fa-380c-467c-9c57-40bb6412d750, Le Van Khoa, 8/23/2004, Male, f47440f7-cb90-4776-9ac7-74e361e2abcc
364f2b20-1e6d-482f-a124-f5d843c033f2, Dinh Thanh Khoa, 9/29/2004, Male, f43e1efd-6d17-4fa6-ae0f-4a1cc4a15f21
bc86b18f-6781-419f-9951-67edca98a937, Le Van Anh, 2/16/2003, Male, 4f0c0797-c918-40fe-90c1-d0f3737a56ba
73d1c0a8-f17a-425f-9d7a-2da8d56d46d6, Dinh Thao Huy, 7/31/2005, Female, 204b8183-4e87-44ff-bc00-3f0ef592c3fe
1567abe6-b76f-49f0-84c2-af7bd318e508, Bui Quang Hiep, 2/5/2004, Male, 74f54416-691b-4a46-875b-904635625c32
439b15f9-9965-4343-886a-4f86ff2c7947, Le Trung Hiep, 7/10/2005, Male, 9f610ad8-0b17-409d-b70a-ad94d395c22b
2928d5c3-4105-4bd0-ac35-d28aec32cf0d, Dinh Quang Bao, 8/31/2005, Male, eaf74cac-4dce-4e60-a521-dcc75f319151
f3371a16-379f-4579-83dd-0f102cdc8ae4, Nguyen Hoang Anh, 6/29/2004, Female, 94bfc880-9168-4e9d-ae2b-39e8f21e1477
c3b130f3-1089-49fc-b45e-93b4a446be03, Dinh Hoang Thanh, 4/9/2004, Female, 751c74e0-fae1-40b4-9e0d-08f3130513c6
bc18c129-5a1f-4e2d-8925-a0add8402d50, Tran Ngoc Anh, 4/12/2003, Male, 3439103a-7bff-4891-90b9-88cf989e0542
84f8f354-58cb-4525-b0a1-71135170efea, Bui Quang Hiep, 11/19/2004, Female, 3439103a-7bff-4891-90b9-88cf989e0542
bd5fad32-4f41-48db-a633-248485e49d3a, Tran Thanh Thang, 12/19/2005, Female, 27e47bc0-2093-473e-920c-6b4119476d95
21bc8c40-8b94-4c4c-93a8-05aa08dce9e5, Nguyen Ngoc Thanh, 9/7/2003, Female, 751c74e0-fae1-40b4-9e0d-08f3130513c6
a997e272-a526-47ed-b5d0-f3ca9b42551f, Nguyen Trung Thanh, 10/3/2003, Female, 3439103a-7bff-4891-90b9-88cf989e0542
5fccb37a-0102-4451-85cf-051340e1f5a9, Ly Hoang Hiep, 8/13/2004, Female, 94bfc880-9168-4e9d-ae2b-39e8f21e1477
23b114de-a3f1-4b03-bd5f-83a1b7168a43, Nguyen Quang Thanh, 11/14/2003, Male, 74f54416-691b-4a46-875b-904635625c32
2b5edd07-e0e0-42fc-b75c-aa0f68866fd6, Dinh Ngoc Hiep, 5/2/2003, Male, 622a0d88-1ac9-4263-94d1-842a56110e06
c7e4c31f-ca93-49a6-baa4-1ccd37899d4c, Dinh Ngoc Thanh, 8/5/2003, Male, 751c74e0-fae1-40b4-9e0d-08f3130513c6
b88e071d-a99f-4d45-97c9-0a629352b441, Nguyen Quang Thang, 5/27/2004, Female, 204b8183-4e87-44ff-bc00-3f0ef592c3fe
61fbc9e0-8d8c-4816-ab9f-f282170133e0, Ly Trung Hiep, 6/12/2004, Male, 3439103a-7bff-4891-90b9-88cf989e0542
d82ccc72-a9be-407c-ba26-ededccc3430c, Nguyen Hoang Khoa, 12/1/2003, Male, f43e1efd-6d17-4fa6-ae0f-4a1cc4a15f21
dd19a123-f25a-4047-9b99-a296008fcfde, Tran Hoang Thanh, 5/22/2005, Female, 751c74e0-fae1-40b4-9e0d-08f3130513c6
ae8cd1b0-761e-461c-8319-67f9ed298914, Le Thao Hiep, 5/13/2005, Female, c56e398d-d913-4a4c-af68-7ed5a7b4d57e
0ce11424-46a7-45c3-9844-30413a1a6ca0, Le Thanh Hiep, 11/3/2005, Female, 622a0d88-1ac9-4263-94d1-842a56110e06
15990924-e2de-45d6-a78d-a9bed4f10067, Dinh Trung Thanh, 5/12/2004, Male, f47440f7-cb90-4776-9ac7-74e361e2abcc
5d60155e-db4e-416b-b006-c135fce895d4, Dinh Trung Khoa, 2/18/2005, Female, 3439103a-7bff-4891-90b9-88cf989e0542
72ba5609-2d71-4f87-b6bf-eca3450c742f, Le Trung Bao, 3/1/2004, Female, 27e47bc0-2093-473e-920c-6b4119476d95
0e18550a-3c26-4dda-bb73-54ec64ccf9df, Tran Thao Thanh, 7/17/2004, Female, 4f0c0797-c918-40fe-90c1-d0f3737a56ba
502cdb52-8fc6-4a1e-9525-a847c7647af9, Nguyen Van Anh, 2/18/2004, Female, 3439103a-7bff-4891-90b9-88cf989e0542
17f8d08d-6dfa-4630-8c81-750109e9750d, Tran Quang Thang, 7/25/2005, Male, 94bfc880-9168-4e9d-ae2b-39e8f21e1477
a61bff30-5597-4562-9629-71c3fa9f8bda, Ngo Van Huy, 4/7/2003, Female, f43e1efd-6d17-4fa6-ae0f-4a1cc4a15f21
f5175282-2d0c-462d-9f81-486e3620b738, Tran Hoang Thanh, 4/14/2004, Female, 74f54416-691b-4a46-875b-904635625c32
bb10a186-c91e-4911-8eda-a5b68f31c2ed, Dinh Hoang Bao, 4/15/2003, Female, 4f0c0797-c918-40fe-90c1-d0f3737a56ba
2684c852-4f16-43cf-a4b8-abbf7f7bcf0b, Dinh Hoang Anh, 8/5/2005, Female, f43e1efd-6d17-4fa6-ae0f-4a1cc4a15f21
f0ec46bc-4207-41f7-a629-7244800d4c19, Ngo Trung Hiep, 8/12/2004, Male, 204b8183-4e87-44ff-bc00-3f0ef592c3fe
bc5ff385-6575-4f54-8bc3-1cfb0abf572b, Bui Quang Khoa, 4/24/2004, Male, 3439103a-7bff-4891-90b9-88cf989e0542
f6669e32-2ad8-4fb5-b396-06a90e5f7a74, Nguyen Ngoc Anh, 11/29/2005, Female, eaf74cac-4dce-4e60-a521-dcc75f319151
609f83eb-39d8-4253-9d84-6e4ace6e66ed, Dinh Thao Hiep, 12/24/2003, Male, 5d57c44b-23c8-4c59-9372-d08283c254a8
165072de-fbbb-4496-80ac-b071172f7c05, Ngo Van Anh, 6/26/2005, Male, 3439103a-7bff-4891-90b9-88cf989e0542
ae682b7c-8ed7-4d7a-8d30-c2a0b80b672e, Le Van Bao, 2/7/2004, Male, 204b8183-4e87-44ff-bc00-3f0ef592c3fe
c2f6dc77-7983-45f7-806a-20f14878d0e8, Ly Quang Bao, 6/3/2005, Male, 751c74e0-fae1-40b4-9e0d-08f3130513c6
6797938e-9726-4eba-bcb2-3d805c707ae2, Tran Hoang Thanh, 2/28/2003, Female, c56e398d-d913-4a4c-af68-7ed5a7b4d57e
6ed1229e-1404-4dee-ab5c-ce2aa0f89344, Ngo Quang Khoa, 8/17/2004, Male, f47440f7-cb90-4776-9ac7-74e361e2abcc
d0065807-1f85-42f3-820f-ed8c1a15ab26, Le Trung Anh, 3/19/2003, Male, d382319c-8e91-4493-9a45-974669fd15e1
6348f0f1-ab89-4194-9ef5-27c4a8d6d42d, Tran Thao Anh, 4/30/2005, Female, 94bfc880-9168-4e9d-ae2b-39e8f21e1477
50c88d5c-4054-4a4f-8e8e-582d1d34ae18, Le Thao Bao, 10/1/2005, Male, 4f0c0797-c918-40fe-90c1-d0f3737a56ba
358868c0-796c-4e9b-ab32-1c59283164b4, Bui Quang Thang, 4/9/2004, Female, 27e47bc0-2093-473e-920c-6b4119476d95
ce75fd0d-5012-4400-bfa3-d8fcd56fa027, Tran Van Hiep, 2/4/2004, Female, 94bfc880-9168-4e9d-ae2b-39e8f21e1477
09739eec-61e5-4890-be84-fa13d386152d, Ngo Van Thanh, 6/3/2004, Male, eaf74cac-4dce-4e60-a521-dcc75f319151
09cdc880-3604-4cb9-8196-5e65ad3d2d86, Le Trung Hiep, 7/17/2003, Female, 3439103a-7bff-4891-90b9-88cf989e0542
dc40ef6d-7035-4f91-9f93-6483f18e2f67, Le Quang Huy, 5/18/2003, Male, 74f54416-691b-4a46-875b-904635625c32
7e4685ec-c115-45fc-9efc-c7c7f6b80bbb, Le Thao Bao, 5/24/2004, Female, f6c2e9f4-eefb-48bb-8190-4d05629f3820
1877b115-97dc-4245-b9df-7fcbf1756c5e, Tran Hoang Thang, 6/10/2003, Female, 94bfc880-9168-4e9d-ae2b-39e8f21e1477
28dd3b87-5ce5-4a13-a66b-fa1780591717, Nguyen Thao Anh, 4/9/2004, Male, 5d57c44b-23c8-4c59-9372-d08283c254a8
0f42487d-699c-4c27-aba1-8c3e77a1df97, Dinh Thanh Hiep, 10/2/2004, Female, 751c74e0-fae1-40b4-9e0d-08f3130513c6
53c895f9-a97b-44cc-9c66-e7881a5d5127, Nguyen Ngoc Hiep, 10/2/2004, Male, f47440f7-cb90-4776-9ac7-74e361e2abcc
8b531b0b-e9d1-4744-9240-4b0b1191f517, Ngo Thao Hiep, 12/27/2003, Male, 622a0d88-1ac9-4263-94d1-842a56110e06
0a18eb0f-8f8f-4c44-bf50-47178c81c652, Nguyen Thanh Huy, 5/22/2005, Male, 5d57c44b-23c8-4c59-9372-d08283c254a8
5372fd83-9d02-4e08-ba50-f3bac7851003, Ngo Quang Thanh, 10/22/2004, Male, 5d57c44b-23c8-4c59-9372-d08283c254a8
92c1ccc9-78fa-4a2b-890a-a96e97cb4d9a, Ly Thao Anh, 8/5/2005, Male, 5d57c44b-23c8-4c59-9372-d08283c254a8
ce0b99bc-9d35-4bd6-8a31-eb1ee636c894, Dinh Quang Hiep, 12/29/2004, Female, 751c74e0-fae1-40b4-9e0d-08f3130513c6
fdf26076-1890-49c3-b950-8eb6b807bfef, Le Van Bao, 5/3/2003, Female, 27e47bc0-2093-473e-920c-6b4119476d95
20363a61-06df-4e08-961b-78c39d20a855, Nguyen Trung Bao, 9/29/2004, Male, f43e1efd-6d17-4fa6-ae0f-4a1cc4a15f21
44aace8f-9c26-4f93-967d-b358a9bcbb4c, Le Ngoc Anh, 9/11/2005, Female, 3439103a-7bff-4891-90b9-88cf989e0542
1f2d367d-2d42-4bbc-a086-db0c01f6a07d, Tran Hoang Thanh, 5/23/2005, Female, 74f54416-691b-4a46-875b-904635625c32
44e61765-5c52-41b2-a790-b9151ac28ead, Ly Van Bao, 2/18/2005, Female, f43e1efd-6d17-4fa6-ae0f-4a1cc4a15f21
0c5281bb-eaee-444e-9060-8f1de28f9573, Tran Van Hiep, 4/16/2004, Female, eaf74cac-4dce-4e60-a521-dcc75f319151
e85c4a01-31c2-41d6-8ee2-da75a962aca2, Nguyen Ngoc Khoa, 6/12/2004, Female, 94bfc880-9168-4e9d-ae2b-39e8f21e1477
ba5520e5-560a-4aba-b21a-9a8bf911c5ad, Le Thanh Anh, 8/31/2004, Male, 204b8183-4e87-44ff-bc00-3f0ef592c3fe
86646d7f-604e-4000-9552-1dc46135c0f4, Bui Thanh Bao, 11/17/2004, Male, 204b8183-4e87-44ff-bc00-3f0ef592c3fe
f66a0e1f-e7d1-45c4-bf14-cbb384238489, Ngo Thao Thang, 8/29/2005, Male, 94bfc880-9168-4e9d-ae2b-39e8f21e1477
00089e89-1d5f-4a4c-9b97-a84b50831fce, Nguyen Thao Thang, 1/17/2005, Female, 5d57c44b-23c8-4c59-9372-d08283c254a8
9ab25967-cd44-44a1-998f-5178f7821e44, Tran Hoang Hiep, 5/24/2004, Female, f47440f7-cb90-4776-9ac7-74e361e2abcc
fd4ab27c-c875-4668-a6f8-bd15476c9be0, Le Thanh Hiep, 6/24/2004, Female, 9f610ad8-0b17-409d-b70a-ad94d395c22b
f3c8ee41-89d2-4699-b741-ad6cc5b4037f, Bui Hoang Anh, 5/26/2004, Female, f47440f7-cb90-4776-9ac7-74e361e2abcc
9d54467c-a4ef-4b09-87b1-76a0026f02b7, Nguyen Hoang Hiep, 11/3/2003, Female, 622a0d88-1ac9-4263-94d1-842a56110e06
a0feeda1-6524-42ed-b41c-e2e716b49604, Nguyen Thanh Thang, 8/5/2004, Female, eaf74cac-4dce-4e60-a521-dcc75f319151
5b4e8eb1-2793-4071-a9d7-ca0ec0304eab, Ly Trung Thanh, 5/20/2003, Female, 3439103a-7bff-4891-90b9-88cf989e0542
bf9149d0-e077-4ad8-a8c3-a704eecff3c4, Ngo Hoang Khoa, 4/30/2004, Female, 27e47bc0-2093-473e-920c-6b4119476d95
82ea4bf9-f0bd-4a01-b848-2e17c2326c0e, Ngo Trung Bao, 3/18/2004, Male, f6c2e9f4-eefb-48bb-8190-4d05629f3820
7dc3b254-ec91-4cac-8d37-38741cecc82a, Ly Thanh Thang, 7/16/2004, Female, 204b8183-4e87-44ff-bc00-3f0ef592c3fe
73485dc2-5206-4201-897a-553c62727a7d, Le Van Bao, 10/4/2005, Male, d382319c-8e91-4493-9a45-974669fd15e1
c5e63dba-477b-47df-bdda-c898a4c5b748, Ngo Trung Anh, 5/20/2005, Male, 9f610ad8-0b17-409d-b70a-ad94d395c22b
d4d7efd2-7637-4815-a454-dfc05474959e, Nguyen Trung Huy, 6/14/2004, Female, 204b8183-4e87-44ff-bc00-3f0ef592c3fe
3883e2ac-e0ed-4346-8ce6-e359a66534f0, Ngo Trung Anh, 12/18/2005, Female, 4f0c0797-c918-40fe-90c1-d0f3737a56ba
5ceaff1f-ba00-449f-a2ad-c62eb173184d, Nguyen Ngoc Bao, 6/30/2003, Male, 204b8183-4e87-44ff-bc00-3f0ef592c3fe
d27bf343-a799-4493-8fd7-76dbd1489ee3, Tran Thao Anh, 9/13/2005, Female, 94bfc880-9168-4e9d-ae2b-39e8f21e1477
93609fea-b654-422a-ab70-3603cbb00aa0, Bui Van Hiep, 2/16/2004, Female, 94bfc880-9168-4e9d-ae2b-39e8f21e1477
274faec8-a498-4efd-af39-7918241da13c, Ngo Trung Bao, 9/25/2005, Female, f47440f7-cb90-4776-9ac7-74e361e2abcc
a1f83eeb-8cf6-41c9-aab5-8a6e1760f5fa, Le Ngoc Thanh, 2/15/2005, Female, 5d57c44b-23c8-4c59-9372-d08283c254a8
3c85961e-d582-4187-80b6-38fe20fdef61, Ly Quang Huy, 4/2/2004, Female, 751c74e0-fae1-40b4-9e0d-08f3130513c6
e87e60b0-16e4-4aba-892f-b1d2b528db16, Ly Van Khoa, 1/15/2004, Female, c56e398d-d913-4a4c-af68-7ed5a7b4d57e
d322f5e4-3281-4402-b05c-e0e510ec7b21, Ngo Quang Anh, 3/13/2004, Male, 9f610ad8-0b17-409d-b70a-ad94d395c22b
191ddbc1-bcce-4bf8-b410-a6a15ef3b964, Dinh Ngoc Anh, 8/5/2005, Male, c56e398d-d913-4a4c-af68-7ed5a7b4d57e
0cc08873-dbc8-497c-9f17-e7973c85058f, Nguyen Quang Thang, 11/24/2003, Female, 3439103a-7bff-4891-90b9-88cf989e0542
d4d45274-4dc0-4ff4-9bbd-1078c691ea57, Dinh Hoang Khoa, 8/6/2003, Female, 751c74e0-fae1-40b4-9e0d-08f3130513c6
f8342e51-de37-4ef9-9457-779c9a10a5c7, Ly Ngoc Anh, 8/25/2003, Female, 3439103a-7bff-4891-90b9-88cf989e0542
6029cf1a-5d4f-44ef-988c-bfec0a751a70, Dinh Quang Thanh, 8/10/2003, Male, 27e47bc0-2093-473e-920c-6b4119476d95
ad9985d6-2bbb-4f5e-99c6-f6158075d542, Ngo Thao Bao, 1/29/2003, Female, 204b8183-4e87-44ff-bc00-3f0ef592c3fe
eceb7f03-724f-4b9f-8df1-fa904149a98b, Ly Hoang Thanh, 3/8/2004, Female, d382319c-8e91-4493-9a45-974669fd15e1
819cc691-0d58-4325-ac22-f84d477081d5, Nguyen Thanh Hiep, 5/6/2004, Female, 9f610ad8-0b17-409d-b70a-ad94d395c22b
0efd7f7e-de9a-4f21-a2be-8d52d678f135, Le Ngoc Anh, 9/8/2005, Female, 622a0d88-1ac9-4263-94d1-842a56110e06
aae25c35-c8a9-45f3-b926-698fb9996bc7, Bui Van Huy, 12/27/2004, Male, 94bfc880-9168-4e9d-ae2b-39e8f21e1477
86126ede-a38b-4c25-8db1-74747f90575e, Tran Hoang Anh, 7/27/2004, Female, 4f0c0797-c918-40fe-90c1-d0f3737a56ba
455177c7-78fa-44df-a19a-659179fd089b, Ly Thanh Hiep, 6/30/2004, Female, 751c74e0-fae1-40b4-9e0d-08f3130513c6
3e62fc83-eed3-4b28-a864-3b316a7caa4d, Nguyen Van Anh, 7/20/2005, Female, 204b8183-4e87-44ff-bc00-3f0ef592c3fe
dbd9a8dc-18bd-4951-9b4a-2a72c40d834d, Bui Thanh Hiep, 5/27/2005, Female, f47440f7-cb90-4776-9ac7-74e361e2abcc
6c66be74-87fe-4459-b9d7-5e5264391cce, Dinh Hoang Thang, 10/13/2004, Female, 94bfc880-9168-4e9d-ae2b-39e8f21e1477
38885270-ef84-4a45-b046-b65bb0b992c7, Le Thanh Hiep, 4/27/2003, Male, d382319c-8e91-4493-9a45-974669fd15e1
55245df4-26a6-4321-8d7e-96071195ee8c, Dinh Van Thanh, 4/20/2004, Male, d382319c-8e91-4493-9a45-974669fd15e1
